job_id,job_title,company,experience_level,min_experience,required_skills,min_cgpa,salary_range,location,job_type,posted_date
JOB_0156,AI/ML Engineer,DevFactory,Fresher,5,"React,SQL,Django",7.45,18L - 30L,Delhi,Contract,2026-06-27 20:10:19.986197
JOB_0157,Cloud Architect,CloudSys,Junior (0-2 yrs),0,"AWS,Python,Data Analysis,React,Django,Java",7.64,3L - 37L,Hyderabad,Full-time,2026-06-27 20:10:19.986197
JOB_0158,Data Engineer,TechCorp,Senior (5+ yrs),4,"SQL,Python,Django",6.18,13L - 39L,Delhi,Contract,2026-06-27 20:10:19.986197
JOB_0159,Data Engineer,WebSolutions,Mid (2-5 yrs),0,"AWS,JavaScript,ML,Python",7.17,13L - 31L,Hyderabad,Full-time,2026-06-27 20:10:19.986197
JOB_0160,Software Engineer,DataDynamics,Senior (5+ yrs),0,"Python,ML,API Design,JavaScript,React",6.3,3L - 48L,Mumbai,Full-time,2026-06-27 20:10:19.986197
JOB_0161,Frontend Developer,AIInnovate,Mid (2-5 yrs),4,"Django,SQL,JavaScript,AWS,Python,Data Analysis",6.04,7L - 41L,Hyderabad,Contract,2026-06-27 20:10:19.986197
JOB_0162,Backend Engineer,DataDynamics,Senior (5+ yrs),4,"Python,AWS,ML,Data Analysis,Django",6.57,12L - 43L,Bangalore,Contract,2026-06-27 20:10:19.986197
JOB_0163,Data Engineer,DataDynamics,Junior (0-2 yrs),0,"AWS,ML,API Design,Java",7.64,11L - 44L,Delhi,Full-time,2026-06-27 20:10:19.986197
JOB_0164,Full Stack Developer,AIInnovate,Senior (5+ yrs),4,"AWS,Python,JavaScript,Data Analysis,SQL,Java",6.83,21L - 40L,Delhi,Contract,2026-06-27 20:10:19.986197
JOB_0165,Software Engineer,CloudSys,Fresher,2,"JavaScript,Data Analysis,SQL,Django",7.61,22L - 42L,Pune,Full-time,2026-06-27 20:10:19.986197
JOB_0166,Data Engineer,AIInnovate,Fresher,3,"SQL,React,Data Analysis",7.14,9L - 34L,Bangalore,Contract,2026-06-27 20:10:19.986197
JOB_0167,DevOps Engineer,TechCorp,Senior (5+ yrs),2,"React,API Design,JavaScript",6.36,4L - 33L,Mumbai,Full-time,2026-06-27 20:10:19.986197
JOB_0168,Software Engineer,TechCorp,Mid (2-5 yrs),3,"SQL,JavaScript,React,Data Analysis",6.53,6L - 40L,Delhi,Contract,2026-06-27 20:10:19.986197
JOB_0169,Full Stack Developer,WebSolutions,Senior (5+ yrs),5,"Python,SQL,Data Analysis,API Design,Django,AWS",6.11,20L - 25L,Delhi,Full-time,2026-06-27 20:10:19.986197
JOB_0170,Full Stack Developer,AIInnovate,Fresher,3,"API Design,AWS,JavaScript,React",6.67,22L - 25L,Delhi,Full-time,2026-06-27 20:10:19.987197
JOB_0171,DevOps Engineer,TechCorp,Senior (5+ yrs),4,"Django,Data Analysis,React,SQL,JavaScript",6.93,19L - 39L,Bangalore,Contract,2026-06-27 20:10:19.987197
JOB_0172,Frontend Developer,DevFactory,Fresher,2,"API Design,Java,React,SQL",6.26,6L - 28L,Hyderabad,Full-time,2026-06-27 20:10:19.987197
JOB_0173,ML Engineer,TechCorp,Junior (0-2 yrs),3,"Python,JavaScript,AWS,SQL",7.35,23L - 32L,Hyderabad,Full-time,2026-06-27 20:10:19.987197
JOB_0174,DevOps Engineer,AIInnovate,Senior (5+ yrs),1,"Django,SQL,Python,API Design",7.94,23L - 42L,Bangalore,Contract,2026-06-27 20:10:19.987197
JOB_0175,Data Engineer,DataDynamics,Junior (0-2 yrs),5,"Python,ML,API Design",6.77,21L - 43L,Bangalore,Contract,2026-06-27 20:10:19.987197
JOB_0176,AI/ML Engineer,CloudSys,Senior (5+ yrs),1,"AWS,SQL,React,Python,API Design,Java",6.79,4L - 26L,Bangalore,Contract,2026-06-27 20:10:19.987197
JOB_0177,ML Engineer,TechCorp,Fresher,4,"API Design,Data Analysis,SQL,AWS,Django,Python",7.41,7L - 33L,Bangalore,Full-time,2026-06-27 20:10:19.987197
JOB_0178,Data Engineer,AIInnovate,Mid (2-5 yrs),5,"API Design,AWS,SQL,Django",6.95,22L - 39L,Hyderabad,Full-time,2026-06-27 20:10:19.987197
JOB_0179,Cloud Architect,DataDynamics,Senior (5+ yrs),1,"API Design,Python,ML,React",6.53,24L - 41L,Mumbai,Full-time,2026-06-27 20:10:19.987197
JOB_0180,ML Engineer,TechCorp,Junior (0-2 yrs),5,"Python,Java,Data Analysis",7.23,17L - 36L,Pune,Full-time,2026-06-27 20:10:19.987197
JOB_0181,Full Stack Developer,AIInnovate,Senior (5+ yrs),3,"JavaScript,Data Analysis,React,ML,Java",7.02,21L - 48L,Pune,Full-time,2026-06-27 20:10:19.987197
JOB_0182,Data Engineer,AIInnovate,Fresher,1,"Java,Data Analysis,React,JavaScript",7.76,15L - 39L,Hyderabad,Full-time,2026-06-27 20:10:19.987197
JOB_0183,Frontend Developer,AIInnovate,Mid (2-5 yrs),4,"API Design,Java,Django,React,JavaScript,ML",6.8,14L - 39L,Hyderabad,Full-time,2026-06-27 20:10:19.987197
JOB_0184,Backend Engineer,WebSolutions,Junior (0-2 yrs),0,"Django,AWS,JavaScript",7.5,22L - 46L,Bangalore,Full-time,2026-06-27 20:10:19.987197
JOB_0185,Data Scientist,WebSolutions,Senior (5+ yrs),0,"SQL,JavaScript,React,Data Analysis,ML,AWS",7.71,17L - 25L,Pune,Contract,2026-06-27 20:10:19.987197
JOB_0186,Cloud Architect,WebSolutions,Senior (5+ yrs),1,"Data Analysis,SQL,AWS,React,ML",6.78,7L - 31L,Pune,Full-time,2026-06-27 20:10:19.988196
JOB_0187,Frontend Developer,DevFactory,Mid (2-5 yrs),2,"Django,Java,Python,JavaScript,API Design",6.33,4L - 47L,Pune,Full-time,2026-06-27 20:10:19.988196
JOB_0188,AI/ML Engineer,DevFactory,Senior (5+ yrs),2,"AWS,React,Data Analysis,JavaScript,Java",7.4,15L - 39L,Pune,Contract,2026-06-27 20:10:19.988196
JOB_0189,Full Stack Developer,TechCorp,Senior (5+ yrs),3,"Data Analysis,Java,JavaScript,React,AWS",7.83,14L - 40L,Delhi,Full-time,2026-06-27 20:10:19.988196
JOB_0190,Full Stack Developer,TechCorp,Senior (5+ yrs),4,"AWS,API Design,React",6.41,10L - 29L,Delhi,Full-time,2026-06-27 20:10:19.988196
JOB_0191,ML Engineer,CloudSys,Mid (2-5 yrs),0,"JavaScript,AWS,SQL,React",7.89,17L - 36L,Delhi,Contract,2026-06-27 20:10:19.988196
JOB_0192,Backend Engineer,CloudSys,Senior (5+ yrs),1,"AWS,React,Django,Java",7.01,3L - 28L,Bangalore,Full-time,2026-06-27 20:10:19.988196
JOB_0193,Data Engineer,TechCorp,Mid (2-5 yrs),3,"Python,SQL,Data Analysis,API Design,ML",6.17,11L - 44L,Mumbai,Full-time,2026-06-27 20:10:19.988196
JOB_0194,Software Engineer,AIInnovate,Junior (0-2 yrs),4,"AWS,JavaScript,API Design,React",7.99,24L - 44L,Hyderabad,Full-time,2026-06-27 20:10:19.988196
JOB_0195,Data Engineer,DataDynamics,Senior (5+ yrs),4,"ML,Django,Python,SQL,API Design",6.62,17L - 33L,Hyderabad,Full-time,2026-06-27 20:10:19.988196
JOB_0196,Backend Engineer,DevFactory,Fresher,3,"Django,AWS,Data Analysis,SQL",6.96,20L - 35L,Hyderabad,Full-time,2026-06-27 20:10:19.988196
JOB_0197,Data Scientist,DataDynamics,Senior (5+ yrs),5,"Django,AWS,SQL,Python",7.97,11L - 37L,Hyderabad,Full-time,2026-06-27 20:10:19.988196
JOB_0198,ML Engineer,TechCorp,Fresher,3,"API Design,Java,SQL,Python",7.54,3L - 45L,Hyderabad,Contract,2026-06-27 20:10:19.988196
JOB_0199,ML Engineer,CloudSys,Junior (0-2 yrs),5,"React,JavaScript,Python,API Design,Data Analysis,ML",6.88,23L - 48L,Pune,Contract,2026-06-27 20:10:19.988196
JOB_0200,Data Engineer,DevFactory,Fresher,2,"React,Python,ML,SQL,Data Analysis,Java",7.98,20L - 36L,Mumbai,Contract,2026-06-27 20:10:19.988196
