student_id,job_id,payment_tier,role,preferred_role,label,skill_coverage,avg_score_on_required,n_skills_matched,nice_to_have_coverage,edu_match,exp_match,loc_match,student_avg_skill,years_experience,n_student_skills,n_job_required,payment_tier_paid
S0044,J0039,paid,Data Scientist,Data Engineer,1,0.5,0.735,2,0.0,1,1,1,0.659,4.9,10,4,1
S0044,J0036,paid,Data Engineer,Data Engineer,0,0.4286,0.7467,3,0.0,1,1,1,0.659,4.9,10,7,1
S0044,J0027,paid,Full Stack Developer,Data Engineer,0,0.3333,0.91,1,0.3333,1,1,1,0.659,4.9,10,3,1
S0044,J0023,paid,DevOps Engineer,Data Engineer,0,0.3333,0.51,1,0.3333,1,1,0,0.659,4.9,10,3,1
S0044,J0062,paid,DevOps Engineer,Data Engineer,0,0.3333,0.645,2,0.0,1,1,0,0.659,4.9,10,6,1
S0045,J0000,paid,Business Analyst,ML Engineer,0,0.375,0.7767,3,0.3333,0,1,1,0.669,1.3,7,8,1
S0045,J0015,paid,Data Engineer,ML Engineer,0,0.25,0.665,2,0.25,1,0,0,0.669,1.3,7,8,1
S0045,J0070,paid,Frontend Engineer,ML Engineer,0,0.1667,0.44,1,0.0,1,0,0,0.669,1.3,7,6,1
S0045,J0044,paid,Data Engineer,ML Engineer,0,0.1667,0.72,1,0.0,0,1,0,0.669,1.3,7,6,1
S0045,J0008,paid,Data Analyst,ML Engineer,0,0.25,0.505,2,0.5,1,0,0,0.669,1.3,7,8,1
S0046,J0005,paid,Data Engineer,Business Analyst,0,0.3333,0.81,1,0.25,1,0,0,0.676,1.9,5,3,1
S0046,J0053,paid,Data Analyst,Business Analyst,0,0.0,0.0,0,0.25,0,0,0,0.676,1.9,5,4,1
S0046,J0061,paid,Data Engineer,Business Analyst,0,0.125,0.7,1,0.0,0,0,0,0.676,1.9,5,8,1
S0046,J0073,paid,Data Scientist,Business Analyst,0,0.125,0.7,1,0.0,1,0,0,0.676,1.9,5,8,1
S0046,J0039,paid,Data Scientist,Business Analyst,0,0.0,0.0,0,0.5,1,0,1,0.676,1.9,5,4,1
S0047,J0072,paid,Data Scientist,ML Engineer,0,0.0,0.0,0,0.0,0,1,1,0.665,4.6,6,4,1
S0047,J0057,paid,Data Engineer,ML Engineer,0,0.3333,0.53,1,0.3333,1,1,0,0.665,4.6,6,3,1
S0047,J0043,paid,ML Engineer,ML Engineer,0,0.1667,0.53,1,0.25,1,1,0,0.665,4.6,6,6,1
S0047,J0048,paid,Frontend Engineer,ML Engineer,0,0.125,0.53,1,0.0,1,1,0,0.665,4.6,6,8,1
S0047,J0060,paid,Data Analyst,ML Engineer,0,0.25,0.7,1,0.0,1,1,1,0.665,4.6,6,4,1
S0048,J0077,paid,Frontend Engineer,Data Scientist,0,0.2857,0.39,2,0.25,1,1,0,0.553,6.1,10,7,1
S0048,J0016,paid,Data Engineer,Data Scientist,0,0.0,0.0,0,0.0,1,1,0,0.553,6.1,10,3,1
S0048,J0017,paid,Product Manager,Data Scientist,0,0.4,0.465,2,0.5,0,1,0,0.553,6.1,10,5,1
S0048,J0064,paid,Data Scientist,Data Scientist,1,0.5,0.5033,3,0.6667,1,1,0,0.553,6.1,10,6,1
S0048,J0058,paid,Business Analyst,Data Scientist,0,0.2,0.3,1,0.0,1,1,1,0.553,6.1,10,5,1
S0049,J0057,paid,Data Engineer,DevOps Engineer,0,0.0,0.0,0,0.3333,1,1,0,0.652,7.8,5,3,1
S0049,J0019,paid,DevOps Engineer,DevOps Engineer,0,0.1667,0.79,1,0.0,1,1,0,0.652,7.8,5,6,1
S0049,J0041,paid,Data Analyst,DevOps Engineer,0,0.2857,0.655,2,0.0,1,1,0,0.652,7.8,5,7,1
S0049,J0011,paid,Frontend Engineer,DevOps Engineer,0,0.3333,0.63,1,0.0,1,1,0,0.652,7.8,5,3,1
S0049,J0079,paid,Product Manager,DevOps Engineer,0,0.0,0.0,0,0.0,1,1,0,0.652,7.8,5,5,1
S0050,J0079,paid,Product Manager,Product Manager,0,0.0,0.0,0,0.0,1,0,1,0.662,3.2,8,5,1
S0050,J0052,paid,DevOps Engineer,Product Manager,0,0.1667,0.7,1,0.6667,0,1,1,0.662,3.2,8,6,1
S0050,J0049,paid,Data Scientist,Product Manager,0,0.6,0.8267,3,0.0,0,1,0,0.662,3.2,8,5,1
S0050,J0029,paid,Data Analyst,Product Manager,0,0.1429,0.48,1,0.5,0,1,0,0.662,3.2,8,7,1
S0050,J0050,paid,Data Analyst,Product Manager,0,0.2,1.0,1,0.25,0,0,0,0.662,3.2,8,5,1
S0051,J0043,paid,ML Engineer,Backend Engineer,0,0.0,0.0,0,0.25,1,1,0,0.713,4.4,10,6,1
S0051,J0069,paid,ML Engineer,Backend Engineer,0,0.1429,0.77,1,0.0,1,1,1,0.713,4.4,10,7,1
S0051,J0005,paid,Data Engineer,Backend Engineer,0,0.0,0.0,0,0.0,1,1,0,0.713,4.4,10,3,1
S0051,J0056,paid,Data Scientist,Backend Engineer,0,0.0,0.0,0,0.0,1,1,0,0.713,4.4,10,4,1
S0051,J0035,paid,Backend Engineer,Backend Engineer,0,0.2,0.72,1,0.25,1,1,0,0.713,4.4,10,5,1
S0052,J0011,paid,Frontend Engineer,Backend Engineer,0,0.3333,1.0,1,0.0,1,1,0,0.857,3.3,4,3,1
S0052,J0021,paid,Full Stack Developer,Backend Engineer,0,0.0,0.0,0,0.3333,1,0,1,0.857,3.3,4,6,1
S0052,J0003,paid,Data Engineer,Backend Engineer,0,0.3333,0.95,1,0.0,1,1,0,0.857,3.3,4,3,1
S0052,J0073,paid,Data Scientist,Backend Engineer,0,0.0,0.0,0,0.0,1,0,1,0.857,3.3,4,8,1
S0052,J0039,paid,Data Scientist,Backend Engineer,0,0.25,0.57,1,0.25,1,1,1,0.857,3.3,4,4,1
S0053,J0071,paid,Data Engineer,Data Engineer,0,1.0,0.3733,3,0.0,1,1,1,0.545,6.9,10,3,1
S0053,J0015,paid,Data Engineer,Data Engineer,1,0.625,0.51,5,0.25,1,1,0,0.545,6.9,10,8,1
S0053,J0010,paid,Data Engineer,Data Engineer,0,0.1667,0.66,1,0.0,1,1,1,0.545,6.9,10,6,1
S0053,J0024,paid,Data Engineer,Data Engineer,0,0.3333,0.46,1,0.3333,1,1,0,0.545,6.9,10,3,1
S0053,J0079,paid,Product Manager,Data Engineer,0,0.8,0.4375,4,0.0,1,1,0,0.545,6.9,10,5,1
S0054,J0069,paid,ML Engineer,Data Scientist,0,0.4286,0.54,3,0.0,1,1,1,0.609,3.0,8,7,1
S0054,J0073,paid,Data Scientist,Data Scientist,0,0.25,0.705,2,0.3333,1,0,1,0.609,3.0,8,8,1
S0054,J0006,paid,ML Engineer,Data Scientist,0,0.0,0.0,0,0.0,1,0,0,0.609,3.0,8,8,1
S0054,J0072,paid,Data Scientist,Data Scientist,0,0.25,0.5,1,0.0,0,1,1,0.609,3.0,8,4,1
S0054,J0066,paid,Frontend Engineer,Data Scientist,0,0.25,0.5,1,0.0,0,1,1,0.609,3.0,8,4,1
S0055,J0024,paid,Data Engineer,Data Engineer,1,0.6667,0.465,2,0.3333,1,1,0,0.59,5.2,5,3,1
S0055,J0060,paid,Data Analyst,Data Engineer,0,0.0,0.0,0,0.0,0,1,0,0.59,5.2,5,4,1
S0055,J0064,paid,Data Scientist,Data Engineer,0,0.1667,0.8,1,0.0,1,1,1,0.59,5.2,5,6,1
S0055,J0002,paid,Business Analyst,Data Engineer,0,0.3333,0.705,2,0.3333,1,1,0,0.59,5.2,5,6,1
S0055,J0015,paid,Data Engineer,Data Engineer,0,0.125,0.8,1,0.25,1,1,0,0.59,5.2,5,8,1
S0056,J0068,paid,Business Analyst,ML Engineer,0,0.3333,0.77,1,0.5,0,1,1,0.551,7.0,7,3,1
S0056,J0023,paid,DevOps Engineer,ML Engineer,0,0.0,0.0,0,0.3333,1,1,0,0.551,7.0,7,3,1
S0056,J0002,paid,Business Analyst,ML Engineer,0,0.1667,0.32,1,0.6667,1,1,0,0.551,7.0,7,6,1
S0056,J0035,paid,Backend Engineer,ML Engineer,0,0.2,0.32,1,0.0,0,1,0,0.551,7.0,7,5,1
S0056,J0026,paid,Frontend Engineer,ML Engineer,0,0.5,0.6,3,0.5,0,1,0,0.551,7.0,7,6,1
S0057,J0031,paid,Data Engineer,Data Scientist,0,0.25,0.35,1,0.0,0,1,0,0.518,7.2,6,4,1
S0057,J0074,paid,Full Stack Developer,Data Scientist,0,0.1429,0.57,1,0.0,0,1,0,0.518,7.2,6,7,1
S0057,J0056,paid,Data Scientist,Data Scientist,1,0.5,0.555,2,0.25,1,1,0,0.518,7.2,6,4,1
S0057,J0010,paid,Data Engineer,Data Scientist,0,0.0,0.0,0,0.0,0,1,0,0.518,7.2,6,6,1
S0057,J0068,paid,Business Analyst,Data Scientist,0,0.3333,0.57,1,0.0,0,1,0,0.518,7.2,6,3,1
S0058,J0077,paid,Frontend Engineer,Frontend Engineer,0,0.2857,0.765,2,0.0,1,0,0,0.603,1.1,7,7,1
S0058,J0041,paid,Data Analyst,Frontend Engineer,0,0.0,0.0,0,0.6667,1,1,0,0.603,1.1,7,7,1
S0058,J0051,paid,Frontend Engineer,Frontend Engineer,1,0.5,0.57,2,1.0,1,1,0,0.603,1.1,7,4,1
S0058,J0075,paid,Data Engineer,Frontend Engineer,0,0.375,0.54,3,0.5,1,1,1,0.603,1.1,7,8,1
S0058,J0005,paid,Data Engineer,Frontend Engineer,0,0.0,0.0,0,0.25,1,0,0,0.603,1.1,7,3,1
S0059,J0062,paid,DevOps Engineer,Frontend Engineer,0,0.3333,0.475,2,0.0,1,1,1,0.61,1.9,10,6,1
S0059,J0002,paid,Business Analyst,Frontend Engineer,0,0.1667,0.54,1,0.0,1,0,0,0.61,1.9,10,6,1
S0059,J0043,paid,ML Engineer,Frontend Engineer,0,0.5,0.6733,3,0.25,1,0,0,0.61,1.9,10,6,1
S0059,J0055,paid,Business Analyst,Frontend Engineer,0,0.4,0.77,2,1.0,1,1,1,0.61,1.9,10,5,1
S0059,J0023,paid,DevOps Engineer,Frontend Engineer,0,0.6667,0.49,2,0.0,1,0,0,0.61,1.9,10,3,1
S0060,J0053,paid,Data Analyst,Full Stack Developer,0,0.0,0.0,0,0.25,0,1,0,0.651,7.2,7,4,1
S0060,J0003,paid,Data Engineer,Full Stack Developer,0,0.6667,0.76,2,1.0,0,1,0,0.651,7.2,7,3,1
S0060,J0067,paid,ML Engineer,Full Stack Developer,0,0.1429,0.88,1,0.3333,1,1,0,0.651,7.2,7,7,1
S0060,J0040,paid,Product Manager,Full Stack Developer,0,0.1667,0.88,1,0.25,0,1,0,0.651,7.2,7,6,1
S0060,J0048,paid,Frontend Engineer,Full Stack Developer,0,0.375,0.73,3,0.25,1,1,1,0.651,7.2,7,8,1
S0061,J0032,paid,Frontend Engineer,Business Analyst,0,0.3333,0.41,1,0.0,1,0,0,0.592,2.5,6,3,1
S0061,J0011,paid,Frontend Engineer,Business Analyst,0,0.0,0.0,0,0.0,1,0,0,0.592,2.5,6,3,1
S0061,J0014,paid,Business Analyst,Business Analyst,0,0.1667,0.41,1,0.0,1,0,1,0.592,2.5,6,6,1
S0061,J0012,paid,Data Scientist,Business Analyst,0,0.1667,0.89,1,0.5,1,0,0,0.592,2.5,6,6,1
S0061,J0069,paid,ML Engineer,Business Analyst,0,0.1429,0.89,1,0.0,1,1,1,0.592,2.5,6,7,1
S0062,J0021,paid,Full Stack Developer,Full Stack Developer,0,0.3333,0.505,2,0.0,1,1,1,0.759,7.6,8,6,1
S0062,J0036,paid,Data Engineer,Full Stack Developer,0,0.1429,0.49,1,0.0,1,1,1,0.759,7.6,8,7,1
S0062,J0018,paid,ML Engineer,Full Stack Developer,0,0.1667,0.49,1,0.0,0,1,0,0.759,7.6,8,6,1
S0062,J0023,paid,DevOps Engineer,Full Stack Developer,0,0.0,0.0,0,0.0,1,1,1,0.759,7.6,8,3,1
S0062,J0032,paid,Frontend Engineer,Full Stack Developer,1,0.6667,0.99,2,0.0,1,1,1,0.759,7.6,8,3,1
S0063,J0011,paid,Frontend Engineer,DevOps Engineer,0,0.0,0.0,0,0.0,1,1,0,0.558,7.7,4,3,1
S0063,J0019,paid,DevOps Engineer,DevOps Engineer,0,0.1667,0.1,1,0.0,1,1,0,0.558,7.7,4,6,1
S0063,J0039,paid,Data Scientist,DevOps Engineer,0,0.0,0.0,0,0.25,1,1,1,0.558,7.7,4,4,1
S0063,J0052,paid,DevOps Engineer,DevOps Engineer,0,0.0,0.0,0,0.3333,1,1,0,0.558,7.7,4,6,1
S0063,J0021,paid,Full Stack Developer,DevOps Engineer,0,0.1667,0.1,1,0.0,1,1,1,0.558,7.7,4,6,1
S0064,J0007,paid,Full Stack Developer,Backend Engineer,0,0.0,0.0,0,0.0,1,1,1,0.54,6.6,3,4,1
S0064,J0078,paid,Product Manager,Backend Engineer,0,0.1429,0.53,1,0.0,0,1,0,0.54,6.6,3,7,1
S0064,J0041,paid,Data Analyst,Backend Engineer,0,0.0,0.0,0,0.3333,0,1,0,0.54,6.6,3,7,1
S0064,J0023,paid,DevOps Engineer,Backend Engineer,0,0.0,0.0,0,0.0,1,1,0,0.54,6.6,3,3,1
S0064,J0003,paid,Data Engineer,Backend Engineer,0,0.0,0.0,0,0.0,1,1,0,0.54,6.6,3,3,1
S0065,J0007,paid,Full Stack Developer,Data Analyst,1,0.5,0.49,2,0.0,1,1,1,0.638,3.6,10,4,1
S0065,J0038,paid,Frontend Engineer,Data Analyst,1,0.5,0.7025,4,0.6667,1,1,0,0.638,3.6,10,8,1
S0065,J0049,paid,Data Scientist,Data Analyst,0,0.2,0.79,1,0.5,1,1,1,0.638,3.6,10,5,1
S0065,J0012,paid,Data Scientist,Data Analyst,0,0.1667,0.56,1,0.0,1,1,0,0.638,3.6,10,6,1
S0065,J0040,paid,Product Manager,Data Analyst,1,0.5,0.64,3,0.0,1,1,0,0.638,3.6,10,6,1
S0066,J0018,paid,ML Engineer,ML Engineer,0,0.1667,0.63,1,0.5,0,0,0,0.719,0.5,9,6,1
S0066,J0052,paid,DevOps Engineer,ML Engineer,0,0.6667,0.6975,4,0.0,1,0,0,0.719,0.5,9,6,1
S0066,J0041,paid,Data Analyst,ML Engineer,0,0.4286,0.7733,3,0.0,0,1,1,0.719,0.5,9,7,1
S0066,J0033,paid,DevOps Engineer,ML Engineer,0,0.375,0.86,3,0.0,1,0,0,0.719,0.5,9,8,1
S0066,J0048,paid,Frontend Engineer,ML Engineer,0,0.125,0.67,1,0.25,1,1,0,0.719,0.5,9,8,1
S0067,J0015,paid,Data Engineer,Data Analyst,0,0.25,0.595,2,0.25,1,1,0,0.657,4.8,10,8,1
S0067,J0006,paid,ML Engineer,Data Analyst,0,0.5,0.715,4,1.0,1,0,0,0.657,4.8,10,8,1
S0067,J0025,paid,Frontend Engineer,Data Analyst,0,0.375,0.77,3,0.3333,1,1,0,0.657,4.8,10,8,1
S0067,J0030,paid,Data Analyst,Data Analyst,0,0.0,0.0,0,0.5,1,1,0,0.657,4.8,10,3,1
S0067,J0076,paid,ML Engineer,Data Analyst,0,0.3333,0.655,2,0.0,1,1,1,0.657,4.8,10,6,1
S0068,J0075,paid,Data Engineer,Product Manager,0,0.125,0.63,1,0.0,1,0,0,0.65,0.5,7,8,1
S0068,J0030,paid,Data Analyst,Product Manager,0,0.0,0.0,0,0.5,1,0,0,0.65,0.5,7,3,1
S0068,J0063,paid,ML Engineer,Product Manager,0,0.3333,0.69,2,0.0,1,0,0,0.65,0.5,7,6,1
S0068,J0065,paid,Product Manager,Product Manager,0,0.2857,0.625,2,0.25,1,1,0,0.65,0.5,7,7,1
S0068,J0064,paid,Data Scientist,Product Manager,0,0.5,0.6467,3,0.0,1,0,0,0.65,0.5,7,6,1
S0069,J0049,paid,Data Scientist,Data Engineer,0,0.2,0.81,1,0.0,0,1,0,0.81,3.7,4,5,1
S0069,J0014,paid,Business Analyst,Data Engineer,0,0.1667,0.74,1,0.0,0,0,1,0.81,3.7,4,6,1
S0069,J0034,paid,ML Engineer,Data Engineer,0,0.1429,0.99,1,0.0,1,1,1,0.81,3.7,4,7,1
S0069,J0007,paid,Full Stack Developer,Data Engineer,0,0.0,0.0,0,0.0,0,1,1,0.81,3.7,4,4,1
S0069,J0040,paid,Product Manager,Data Engineer,0,0.0,0.0,0,0.0,0,1,0,0.81,3.7,4,6,1
S0070,J0059,paid,Data Analyst,ML Engineer,0,0.375,0.7133,3,0.0,1,1,1,0.647,3.6,9,8,1
S0070,J0070,paid,Frontend Engineer,ML Engineer,0,0.1667,0.47,1,0.5,1,1,0,0.647,3.6,9,6,1
S0070,J0052,paid,DevOps Engineer,ML Engineer,0,0.3333,0.685,2,1.0,1,1,0,0.647,3.6,9,6,1
S0070,J0008,paid,Data Analyst,ML Engineer,0,0.25,0.6,2,0.0,1,0,0,0.647,3.6,9,8,1
S0070,J0061,paid,Data Engineer,ML Engineer,0,0.25,0.595,2,0.0,1,1,0,0.647,3.6,9,8,1
S0071,J0003,paid,Data Engineer,ML Engineer,0,0.3333,0.81,1,0.0,1,1,0,0.708,5.5,6,3,1
S0071,J0052,paid,DevOps Engineer,ML Engineer,0,0.1667,0.39,1,0.6667,1,1,0,0.708,5.5,6,6,1
S0071,J0029,paid,Data Analyst,ML Engineer,0,0.1429,0.81,1,0.25,1,1,0,0.708,5.5,6,7,1
S0071,J0002,paid,Business Analyst,ML Engineer,0,0.1667,0.81,1,0.3333,1,1,0,0.708,5.5,6,6,1
S0071,J0034,paid,ML Engineer,ML Engineer,0,0.1429,0.81,1,0.0,1,1,1,0.708,5.5,6,7,1
S0072,J0070,paid,Frontend Engineer,ML Engineer,0,0.1667,0.29,1,0.5,1,1,0,0.468,4.5,4,6,1
S0072,J0075,paid,Data Engineer,ML Engineer,0,0.0,0.0,0,0.0,1,1,1,0.468,4.5,4,8,1
S0072,J0012,paid,Data Scientist,ML Engineer,0,0.1667,0.62,1,0.0,1,1,0,0.468,4.5,4,6,1
S0072,J0031,paid,Data Engineer,ML Engineer,0,0.0,0.0,0,0.0,0,0,0,0.468,4.5,4,4,1
S0072,J0071,paid,Data Engineer,ML Engineer,0,0.3333,0.56,1,0.0,1,1,1,0.468,4.5,4,3,1
S0073,J0016,paid,Data Engineer,Business Analyst,1,0.6667,0.595,2,0.0,1,1,0,0.622,1.8,9,3,1
S0073,J0038,paid,Frontend Engineer,Business Analyst,0,0.125,0.53,1,0.0,1,1,0,0.622,1.8,9,8,1
S0073,J0072,paid,Data Scientist,Business Analyst,0,0.25,0.86,1,1.0,1,1,0,0.622,1.8,9,4,1
S0073,J0052,paid,DevOps Engineer,Business Analyst,1,0.8333,0.638,5,0.3333,1,1,0,0.622,1.8,9,6,1
S0073,J0057,paid,Data Engineer,Business Analyst,0,0.0,0.0,0,0.0,1,0,1,0.622,1.8,9,3,1
S0074,J0010,paid,Data Engineer,Full Stack Developer,0,0.0,0.0,0,0.0,1,0,0,0.667,1.4,3,6,1
S0074,J0064,paid,Data Scientist,Full Stack Developer,0,0.3333,0.62,2,0.0,1,0,0,0.667,1.4,3,6,1
S0074,J0026,paid,Frontend Engineer,Full Stack Developer,0,0.1667,0.76,1,0.0,0,1,0,0.667,1.4,3,6,1
S0074,J0018,paid,ML Engineer,Full Stack Developer,0,0.0,0.0,0,0.25,0,0,1,0.667,1.4,3,6,1
S0074,J0047,paid,Backend Engineer,Full Stack Developer,0,0.0,0.0,0,0.0,0,0,0,0.667,1.4,3,5,1
S0075,J0069,paid,ML Engineer,DevOps Engineer,0,0.0,0.0,0,0.3333,1,1,1,0.62,0.2,3,7,1
S0075,J0021,paid,Full Stack Developer,DevOps Engineer,0,0.0,0.0,0,0.0,1,0,1,0.62,0.2,3,6,1
S0075,J0031,paid,Data Engineer,DevOps Engineer,0,0.0,0.0,0,0.0,0,0,1,0.62,0.2,3,4,1
S0075,J0068,paid,Business Analyst,DevOps Engineer,0,0.0,0.0,0,0.0,0,0,0,0.62,0.2,3,3,1
S0075,J0054,paid,ML Engineer,DevOps Engineer,0,0.0,0.0,0,0.0,1,0,0,0.62,0.2,3,6,1
S0076,J0071,paid,Data Engineer,Business Analyst,0,0.3333,0.68,1,0.0,1,0,1,0.693,2.8,10,3,1
S0076,J0057,paid,Data Engineer,Business Analyst,0,0.3333,0.52,1,0.3333,0,0,0,0.693,2.8,10,3,1
S0076,J0005,paid,Data Engineer,Business Analyst,0,0.0,0.0,0,0.25,1,0,0,0.693,2.8,10,3,1
S0076,J0000,paid,Business Analyst,Business Analyst,0,0.375,0.65,3,0.3333,0,1,1,0.693,2.8,10,8,1
S0076,J0059,paid,Data Analyst,Business Analyst,0,0.625,0.652,5,0.3333,0,1,0,0.693,2.8,10,8,1
S0077,J0079,paid,Product Manager,DevOps Engineer,0,0.0,0.0,0,1.0,1,0,0,0.67,4.0,10,5,1
S0077,J0037,paid,Data Scientist,DevOps Engineer,1,0.6,0.6533,3,0.0,1,1,0,0.67,4.0,10,5,1
S0077,J0021,paid,Full Stack Developer,DevOps Engineer,0,0.5,0.6867,3,0.3333,1,0,1,0.67,4.0,10,6,1
S0077,J0000,paid,Business Analyst,DevOps Engineer,1,0.625,0.696,5,0.0,1,1,1,0.67,4.0,10,8,1
S0077,J0007,paid,Full Stack Developer,DevOps Engineer,0,0.25,0.53,1,0.6667,1,1,1,0.67,4.0,10,4,1
S0078,J0061,paid,Data Engineer,DevOps Engineer,0,0.0,0.0,0,0.0,1,1,0,0.773,4.6,3,8,1
S0078,J0034,paid,ML Engineer,DevOps Engineer,0,0.0,0.0,0,0.0,1,1,1,0.773,4.6,3,7,1
S0078,J0076,paid,ML Engineer,DevOps Engineer,0,0.0,0.0,0,0.0,1,1,0,0.773,4.6,3,6,1
S0078,J0032,paid,Frontend Engineer,DevOps Engineer,0,0.0,0.0,0,0.5,1,0,1,0.773,4.6,3,3,1
S0078,J0048,paid,Frontend Engineer,DevOps Engineer,0,0.125,1.0,1,0.0,1,1,0,0.773,4.6,3,8,1
S0079,J0044,paid,Data Engineer,Full Stack Developer,0,0.3333,0.95,2,0.5,1,1,0,0.713,2.5,7,6,1
S0079,J0027,paid,Full Stack Developer,Full Stack Developer,0,0.0,0.0,0,0.6667,0,1,0,0.713,2.5,7,3,1
S0079,J0074,paid,Full Stack Developer,Full Stack Developer,0,0.1429,0.87,1,0.0,0,0,0,0.713,2.5,7,7,1
S0079,J0065,paid,Product Manager,Full Stack Developer,0,0.2857,0.66,2,0.25,1,1,0,0.713,2.5,7,7,1
S0079,J0036,paid,Data Engineer,Full Stack Developer,0,0.2857,0.86,2,0.0,1,1,1,0.713,2.5,7,7,1
S0080,J0005,paid,Data Engineer,Data Analyst,0,0.0,0.0,0,0.5,1,1,0,0.57,6.5,5,3,1
S0080,J0020,paid,Data Scientist,Data Analyst,0,0.0,0.0,0,0.25,0,1,0,0.57,6.5,5,3,1
S0080,J0068,paid,Business Analyst,Data Analyst,0,0.3333,0.55,1,0.0,0,1,0,0.57,6.5,5,3,1
S0080,J0072,paid,Data Scientist,Data Analyst,0,0.0,0.0,0,0.0,0,1,0,0.57,6.5,5,4,1
S0080,J0008,paid,Data Analyst,Data Analyst,0,0.375,0.6733,3,0.0,1,1,0,0.57,6.5,5,8,1
S0081,J0038,paid,Frontend Engineer,Full Stack Developer,0,0.125,0.55,1,0.0,1,1,0,0.614,5.1,7,8,1
S0081,J0011,paid,Frontend Engineer,Full Stack Developer,0,0.0,0.0,0,0.0,1,1,0,0.614,5.1,7,3,1
S0081,J0050,paid,Data Analyst,Full Stack Developer,0,0.2,0.49,1,0.25,0,1,0,0.614,5.1,7,5,1
S0081,J0015,paid,Data Engineer,Full Stack Developer,0,0.125,0.5,1,0.5,1,1,1,0.614,5.1,7,8,1
S0081,J0017,paid,Product Manager,Full Stack Developer,0,0.4,0.455,2,0.0,0,1,0,0.614,5.1,7,5,1
S0082,J0071,paid,Data Engineer,Full Stack Developer,0,0.0,0.0,0,0.5,1,1,1,0.54,3.7,5,3,1
S0082,J0035,paid,Backend Engineer,Full Stack Developer,0,0.0,0.0,0,0.0,0,1,0,0.54,3.7,5,5,1
S0082,J0055,paid,Business Analyst,Full Stack Developer,0,0.0,0.0,0,0.0,1,1,0,0.54,3.7,5,5,1
S0082,J0026,paid,Frontend Engineer,Full Stack Developer,0,0.1667,0.73,1,0.0,0,1,0,0.54,3.7,5,6,1
S0082,J0078,paid,Product Manager,Full Stack Developer,0,0.1429,0.73,1,0.0,0,1,0,0.54,3.7,5,7,1
S0083,J0064,paid,Data Scientist,Data Engineer,0,0.3333,0.545,2,0.0,1,0,1,0.726,4.8,7,6,1
S0083,J0040,paid,Product Manager,Data Engineer,0,0.0,0.0,0,0.25,0,1,0,0.726,4.8,7,6,1
S0083,J0043,paid,ML Engineer,Data Engineer,0,0.1667,0.96,1,0.0,0,1,0,0.726,4.8,7,6,1
S0083,J0033,paid,DevOps Engineer,Data Engineer,0,0.375,0.7367,3,0.5,1,1,1,0.726,4.8,7,8,1
S0083,J0057,paid,Data Engineer,Data Engineer,0,0.3333,0.45,1,0.6667,0,1,0,0.726,4.8,7,3,1
S0084,J0034,paid,ML Engineer,Product Manager,0,0.1429,0.64,1,0.0,1,1,1,0.645,5.7,4,7,1
S0084,J0031,paid,Data Engineer,Product Manager,1,0.5,0.615,2,0.0,1,1,0,0.645,5.7,4,4,1
S0084,J0041,paid,Data Analyst,Product Manager,0,0.1429,0.64,1,0.0,1,1,0,0.645,5.7,4,7,1
S0084,J0043,paid,ML Engineer,Product Manager,0,0.0,0.0,0,0.0,1,1,0,0.645,5.7,4,6,1
S0084,J0026,paid,Frontend Engineer,Product Manager,0,0.0,0.0,0,0.0,1,1,0,0.645,5.7,4,6,1
S0085,J0058,paid,Business Analyst,Product Manager,0,0.0,0.0,0,0.0,1,1,1,0.664,2.7,5,5,1
S0085,J0076,paid,ML Engineer,Product Manager,0,0.1667,0.7,1,0.3333,1,0,0,0.664,2.7,5,6,1
S0085,J0042,paid,Data Analyst,Product Manager,0,0.0,0.0,0,1.0,0,0,1,0.664,2.7,5,5,1
S0085,J0002,paid,Business Analyst,Product Manager,0,0.1667,0.7,1,0.3333,1,0,0,0.664,2.7,5,6,1
S0085,J0017,paid,Product Manager,Product Manager,0,0.2,0.35,1,0.5,0,0,0,0.664,2.7,5,5,1
S0086,J0000,paid,Business Analyst,Product Manager,0,0.25,0.495,2,0.3333,0,1,1,0.542,2.6,9,8,1
S0086,J0077,paid,Frontend Engineer,Product Manager,0,0.1429,0.42,1,0.25,1,1,0,0.542,2.6,9,7,1
S0086,J0060,paid,Data Analyst,Product Manager,0,0.25,0.42,1,0.5,0,1,0,0.542,2.6,9,4,1
S0086,J0001,paid,Data Analyst,Product Manager,0,0.375,0.5233,3,0.0,0,0,0,0.542,2.6,9,8,1
S0086,J0022,paid,ML Engineer,Product Manager,0,0.2,0.92,1,0.5,0,1,0,0.542,2.6,9,5,1
S0087,J0052,paid,DevOps Engineer,Backend Engineer,0,0.1667,0.79,1,0.3333,1,1,0,0.645,7.6,4,6,1
S0087,J0071,paid,Data Engineer,Backend Engineer,0,0.0,0.0,0,0.0,1,1,1,0.645,7.6,4,3,1
S0087,J0062,paid,DevOps Engineer,Backend Engineer,0,0.1667,0.79,1,1.0,1,1,0,0.645,7.6,4,6,1
S0087,J0050,paid,Data Analyst,Backend Engineer,0,0.2,0.53,1,0.0,1,1,0,0.645,7.6,4,5,1
S0087,J0068,paid,Business Analyst,Backend Engineer,0,0.3333,0.55,1,0.0,1,1,0,0.645,7.6,4,3,1
S0088,J0010,paid,Data Engineer,Data Analyst,0,0.1667,0.86,1,0.0,1,0,1,0.742,0.3,5,6,1
