student_id,job_id,job_title,true_match_score,skill_overlap_ratio,skill_vector_distance,student_experience,student_gpa,job_salary_lpa,gap_python,gap_sql,gap_machine_learning,gap_data_analysis,gap_deep_learning,gap_javascript,gap_react,gap_node_js,gap_java,gap_aws,gap_docker,gap_kubernetes,gap_communication,gap_teamwork,gap_problem_solving,gap_project_management,gap_excel,gap_tableau,gap_spark,gap_statistics,label
STU_0113,JOB_0063,Data Analyst,0.395,0.0,0.1028,0.4,3.47,20.7,0.066,0.459,0.0,0.554,0.0,0.151,0.0,0.0,0.072,0.0,0.0,0.0,0.562,0.0,0.0,0.0,0.567,0.562,0.037,0.497,0
STU_0113,JOB_0143,Data Scientist,0.4204,0.0,0.1013,0.4,3.47,10.8,0.366,0.259,0.615,0.554,0.335,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.0,0.0,0.0,0.066,0.0,0.0,0.597,0
STU_0113,JOB_0072,Backend Developer,0.6688,0.3333,0.07,0.4,3.47,32.3,0.166,0.359,0.0,0.0,0.0,0.015,0.0,0.319,0.58,0.0,0.0,0.0,0.0,0.033,0.0,0.076,0.034,0.0,0.0,0.0,0
STU_0114,JOB_0060,Data Analyst,0.3826,0.2857,0.1037,0.7,2.84,16.7,0.0,0.9,0.0,0.721,0.0,0.129,0.052,0.0,0.0,0.0,0.0,0.0,0.589,0.0,0.0,0.07,0.562,0.469,0.0,0.093,0
STU_0114,JOB_0054,Frontend Developer,0.3162,0.0,0.1092,0.7,2.84,21.2,0.0,0.028,0.0,0.042,0.0,0.751,0.773,0.068,0.0,0.0,0.0,0.0,0.489,0.0,0.449,0.0,0.0,0.016,0.0,0.0,0
STU_0114,JOB_0007,Project Manager,0.2365,0.0,0.1116,0.7,2.84,15.4,0.0,0.007,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.689,0.729,0.549,0.816,0.462,0.038,0.0,0.0,0
STU_0114,JOB_0128,Full Stack Developer,0.4543,0.3333,0.0976,0.7,2.84,22.4,0.0,0.7,0.0,0.052,0.0,0.651,0.573,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0
STU_0114,JOB_0008,Frontend Developer,0.3162,0.0,0.1121,0.7,2.84,25.2,0.0,0.198,0.0,0.052,0.0,0.751,0.773,0.068,0.0,0.0,0.0,0.0,0.489,0.115,0.449,0.021,0.0,0.05,0.0,0.0,0
STU_0115,JOB_0153,DevOps Engineer,0.942,0.8,0.0323,1.0,3.08,25.2,0.086,0.056,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.003,1
STU_0115,JOB_0141,ML Engineer,0.4564,0.2857,0.0934,1.0,3.08,8.4,0.386,0.113,0.861,0.0,0.745,0.041,0.0,0.162,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.604,0
STU_0115,JOB_0144,Data Scientist,0.2705,0.0,0.1142,1.0,3.08,26.4,0.386,0.579,0.861,0.548,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.008,0.0,0.093,0.102,0.0,0.0,0.704,0
STU_0115,JOB_0170,Full Stack Developer,0.4362,0.1667,0.0892,1.0,3.08,19.3,0.086,0.579,0.216,0.0,0.191,0.705,0.312,0.686,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.036,0
STU_0115,JOB_0007,Project Manager,0.3744,0.2,0.1019,1.0,3.08,15.4,0.0,0.0,0.249,0.0,0.18,0.0,0.0,0.033,0.109,0.0,0.0,0.0,0.589,0.619,0.0,0.829,0.622,0.0,0.0,0.07,0
STU_0116,JOB_0128,Full Stack Developer,0.3933,0.1667,0.0964,5.9,2.75,22.4,0.169,0.0,0.066,0.0,0.299,0.8,0.556,0.613,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0
STU_0116,JOB_0143,Data Scientist,0.6136,0.5714,0.0731,5.9,2.75,10.8,0.469,0.0,0.762,0.143,0.6,0.27,0.0,0.0,0.147,0.0,0.063,0.0,0.0,0.031,0.0,0.041,0.0,0.0,0.0,0.151,0
STU_0116,JOB_0135,Data Scientist,0.6136,0.5714,0.0748,5.9,2.75,31.3,0.469,0.0,0.762,0.143,0.6,0.101,0.0,0.0,0.005,0.0,0.049,0.004,0.0,0.096,0.0,0.152,0.0,0.0,0.0,0.151,0
STU_0116,JOB_0031,Data Scientist,0.6136,0.5714,0.0779,5.9,2.75,31.6,0.469,0.0,0.762,0.143,0.6,0.3,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.036,0.058,0.138,0.0,0.0,0.0,0.151,0
STU_0116,JOB_0078,Frontend Developer,0.3373,0.2,0.093,5.9,2.75,20.7,0.0,0.0,0.15,0.0,0.275,0.9,0.756,0.313,0.073,0.0,0.0,0.0,0.0,0.003,0.483,0.104,0.0,0.0,0.0,0.0,0
STU_0117,JOB_0042,ML Engineer,0.2126,0.0,0.1157,1.1,3.24,19.4,0.802,0.0,0.524,0.0,0.594,0.0,0.0,0.0,0.211,0.437,0.7,0.254,0.0,0.038,0.0,0.0,0.0,0.199,0.471,0.645,0
STU_0117,JOB_0121,DevOps Engineer,0.2822,0.2,0.1014,1.1,3.24,27.8,0.502,0.002,0.0,0.0,0.013,0.0,0.0,0.0,0.239,0.637,0.9,0.868,0.0,0.275,0.036,0.0,0.0,0.013,0.123,0.064,0
STU_0117,JOB_0156,Full Stack Developer,0.6,0.5,0.0769,1.1,3.24,9.0,0.502,0.443,0.0,0.0,0.0,0.0,0.0,0.135,0.199,0.0,0.6,0.089,0.0,0.156,0.0,0.0,0.152,0.191,0.04,0.112,0
STU_0117,JOB_0130,Data Analyst,0.3352,0.1429,0.1041,1.1,3.24,6.4,0.502,0.643,0.0,0.45,0.0,0.0,0.0,0.0,0.171,0.0,0.114,0.097,0.03,0.093,0.0,0.0,0.675,0.645,0.095,0.645,0
STU_0117,JOB_0037,DevOps Engineer,0.2822,0.2,0.1039,1.1,3.24,7.3,0.502,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.208,0.637,0.9,0.868,0.0,0.049,0.036,0.0,0.0,0.0,0.169,0.12,0
STU_0118,JOB_0064,ML Engineer,0.6702,0.4286,0.0861,6.5,4.0,14.1,0.046,0.0,0.108,0.0,0.356,0.0,0.0,0.0,0.023,0.417,0.437,0.0,0.0,0.0,0.02,0.0,0.0,0.086,0.331,0.053,0
STU_0118,JOB_0162,Data Analyst,0.7667,0.7143,0.0631,6.5,4.0,11.8,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.121,0.008,0.0,0.0,0.0,0.499,0.7,0.002,0.053,1
STU_0118,JOB_0189,Data Scientist,0.9158,0.8571,0.035,6.5,4.0,30.7,0.046,0.0,0.108,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.153,1
STU_0118,JOB_0114,Full Stack Developer,0.6002,0.3333,0.0867,6.5,4.0,29.1,0.0,0.0,0.0,0.0,0.0,0.589,0.323,0.43,0.029,0.0,0.337,0.031,0.0,0.0,0.014,0.0,0.0,0.016,0.013,0.0,0
STU_0118,JOB_0136,Frontend Developer,0.5214,0.2,0.0956,6.5,4.0,24.5,0.0,0.0,0.0,0.0,0.0,0.689,0.523,0.13,0.047,0.0,0.0,0.063,0.0,0.0,0.429,0.0,0.0,0.183,0.0,0.0,0
STU_0119,JOB_0151,ML Engineer,0.5425,0.2857,0.0789,7.3,3.22,14.6,0.338,0.211,0.527,0.0,0.667,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.359,0.534,0
STU_0119,JOB_0013,Project Manager,0.4529,0.2,0.0952,7.3,3.22,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,0.542,0.434,0.128,0.779,0.442,0.004,0.0,0.0,0
STU_0119,JOB_0113,ML Engineer,0.5425,0.2857,0.078,7.3,3.22,27.0,0.338,0.089,0.527,0.044,0.667,0.0,0.011,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.359,0.534,0
STU_0119,JOB_0110,Data Analyst,0.2893,0.0,0.1045,7.3,3.22,21.7,0.038,0.811,0.0,0.842,0.109,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.442,0.0,0.0,0.0,0.542,0.629,0.0,0.534,0
STU_0119,JOB_0131,Project Manager,0.4529,0.2,0.0966,7.3,3.22,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.011,0.0,0.0,0.0,0.0,0.542,0.434,0.128,0.779,0.442,0.0,0.0,0.0,0
STU_0120,JOB_0088,DevOps Engineer,0.3773,0.2,0.0952,4.3,2.18,11.1,0.0,0.0,0.07,0.169,0.0,0.0,0.0,0.0,0.067,0.81,0.342,0.828,0.0,0.0,0.573,0.055,0.035,0.225,0.039,0.0,0
STU_0120,JOB_0119,Backend Developer,0.6242,0.5,0.0673,4.3,2.18,17.2,0.089,0.075,0.013,0.083,0.0,0.0,0.0,0.0,0.8,0.51,0.142,0.033,0.0,0.043,0.0,0.104,0.0,0.13,0.0,0.199,0
STU_0120,JOB_0081,Full Stack Developer,0.9726,0.8333,0.0256,4.3,2.18,10.1,0.0,0.0,0.0,0.0,0.115,0.007,0.066,0.0,0.174,0.142,0.042,0.193,0.0,0.0,0.0,0.006,0.0,0.122,0.0,0.18,1
STU_0120,JOB_0199,Full Stack Developer,0.9726,0.8333,0.0232,4.3,2.18,14.4,0.0,0.0,0.0,0.046,0.016,0.007,0.066,0.0,0.143,0.087,0.042,0.058,0.0,0.0,0.0,0.0,0.0,0.033,0.042,0.0,1
STU_0120,JOB_0063,Data Analyst,0.4002,0.2857,0.0898,4.3,2.18,20.7,0.0,0.175,0.0,0.783,0.0,0.0,0.0,0.0,0.292,0.0,0.0,0.189,0.356,0.0,0.0,0.0,0.602,0.682,0.113,0.641,0
STU_0121,JOB_0071,Backend Developer,0.597,0.3333,0.0824,6.2,3.12,12.2,0.269,0.38,0.0,0.0,0.0,0.0,0.0,0.656,0.428,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.146,0.133,0.255,0.168,0
STU_0121,JOB_0156,Full Stack Developer,0.459,0.1667,0.1013,6.2,3.12,9.0,0.169,0.28,0.0,0.0,0.0,0.499,0.568,0.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.119,0.124,0.151,0
STU_0121,JOB_0080,Data Analyst,0.3583,0.0,0.1118,6.2,3.12,28.4,0.169,0.48,0.0,0.502,0.0,0.0,0.091,0.115,0.0,0.0,0.0,0.0,0.304,0.068,0.0,0.0,0.753,0.573,0.226,0.684,0
STU_0121,JOB_0091,Project Manager,0.4645,0.2,0.0986,6.2,3.12,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.001,0.0,0.0,0.0,0.0,0.404,0.724,0.0,0.495,0.653,0.029,0.208,0.118,0
STU_0121,JOB_0129,Data Analyst,0.3583,0.0,0.1092,6.2,3.12,22.9,0.169,0.48,0.0,0.502,0.0,0.0,0.162,0.178,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.753,0.573,0.15,0.684,0
STU_0122,JOB_0096,DevOps Engineer,0.4795,0.4,0.0922,0.9,3.18,30.6,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.191,0.67,0.137,0.0,0.654,0.298,0.0,0.0,0.017,0.029,0
STU_0122,JOB_0031,Data Scientist,0.3864,0.2857,0.0967,0.9,3.18,31.6,0.192,0.0,0.9,0.507,0.452,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.655,0.0,0.129,0.149,0.0,0.0,0.0,0.669,0
STU_0122,JOB_0003,Full Stack Developer,0.7793,0.6667,0.0525,0.9,3.18,29.1,0.0,0.0,0.205,0.0,0.0,0.52,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.141,0.0,0.114,0.051,0.035,1
STU_0122,JOB_0044,Project Manager,0.168,0.0,0.109,0.9,3.18,30.5,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.678,0.654,0.95,0.399,0.03,0.147,0.0,0
STU_0122,JOB_0121,DevOps Engineer,0.4795,0.4,0.0795,0.9,3.18,27.8,0.0,0.0,0.087,0.0,0.071,0.0,0.0,0.0,0.0,0.619,0.191,0.67,0.091,0.056,0.654,0.17,0.0,0.0,0.113,0.0,0
STU_0123,JOB_0051,Frontend Developer,0.3497,0.2,0.0869,5.2,3.48,15.1,0.0,0.118,0.0,0.0,0.0,0.597,0.609,0.5,0.0,0.0,0.0,0.0,0.7,0.021,0.0,0.047,0.0,0.053,0.064,0.0,0
STU_0123,JOB_0128,Full Stack Developer,0.459,0.3333,0.0871,5.2,3.48,22.4,0.0,0.566,0.0,0.0,0.002,0.497,0.409,0.8,0.0,0.0,0.0,0.0,0.055,0.05,0.0,0.072,0.127,0.0,0.0,0.0,0
STU_0123,JOB_0038,Backend Developer,0.4919,0.5,0.0823,5.2,3.48,31.9,0.088,0.666,0.0,0.0,0.0,0.0,0.0,0.7,0.731,0.0,0.0,0.0,0.262,0.076,0.0,0.0,0.038,0.0,0.083,0.0,0
STU_0123,JOB_0150,ML Engineer,0.5806,0.4286,0.0714,5.2,3.48,8.2,0.288,0.0,0.631,0.0,0.503,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.174,0.147,0.0,0.1,0.146,0.0,0.465,0.336,0
STU_0123,JOB_0020,Full Stack Developer,0.459,0.3333,0.0871,5.2,3.48,32.3,0.0,0.566,0.0,0.0,0.0,0.497,0.409,0.8,0.0,0.0,0.0,0.0,0.209,0.251,0.0,0.0,0.0,0.0,0.089,0.0,0
STU_0124,JOB_0006,ML Engineer,0.4991,0.4286,0.0826,6.5,2.09,11.1,0.17,0.0,0.714,0.242,0.616,0.128,0.0,0.0,0.0,0.014,0.0,0.04,0.0,0.0,0.0,0.043,0.0,0.0,0.441,0.7,0
STU_0124,JOB_0184,Backend Developer,0.9044,0.6667,0.0433,6.5,2.09,24.9,0.0,0.21,0.0,0.092,0.008,0.076,0.0,0.201,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.277,0.081,0.0,0.0,0.08,1
STU_0124,JOB_0153,DevOps Engineer,0.6437,0.6,0.0701,6.5,2.09,25.2,0.0,0.0,0.046,0.103,0.0,0.0,0.0,0.0,0.0,0.214,0.064,0.815,0.0,0.0,0.368,0.104,0.113,0.0,0.0,0.099,0
STU_0124,JOB_0028,Data Analyst,0.3874,0.2857,0.0912,6.5,2.09,13.3,0.0,0.31,0.109,0.885,0.0,0.14,0.014,0.0,0.0,0.0,0.0,0.0,0.597,0.0,0.0,0.196,0.737,0.079,0.0,0.7,0
STU_0124,JOB_0187,Data Analyst,0.3874,0.2857,0.0945,6.5,2.09,10.6,0.0,0.31,0.0,0.885,0.022,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.0,0.0,0.156,0.737,0.079,0.072,0.7,0
STU_0125,JOB_0124,Data Analyst,0.3357,0.1429,0.0928,6.5,2.91,11.9,0.364,0.579,0.229,0.771,0.0,0.0,0.0,0.0,0.064,0.141,0.0,0.0,0.122,0.0,0.0,0.0,0.8,0.426,0.085,0.525,0
STU_0125,JOB_0136,Frontend Developer,0.8603,0.8,0.0266,6.5,2.91,24.5,0.0,0.0,0.089,0.117,0.0,0.263,0.198,0.034,0.097,0.0,0.02,0.0,0.022,0.0,0.0,0.0,0.048,0.0,0.087,0.072,1
STU_0125,JOB_0102,DevOps Engineer,0.3327,0.2,0.0907,6.5,2.91,10.7,0.364,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.89,0.668,0.0,0.0,0.07,0.0,0.089,0.0,0.0,0.0,0
STU_0125,JOB_0110,Data Analyst,0.3357,0.1429,0.0925,6.5,2.91,21.7,0.364,0.579,0.163,0.771,0.0,0.0,0.0,0.0,0.012,0.124,0.195,0.06,0.122,0.0,0.0,0.0,0.8,0.426,0.0,0.525,0
STU_0125,JOB_0194,Backend Developer,0.2967,0.0,0.0844,6.5,2.91,5.6,0.464,0.479,0.039,0.0,0.0,0.0,0.0,0.234,0.713,0.444,0.69,0.0,0.0,0.0,0.0,0.014,0.206,0.0,0.0,0.07,0
STU_0126,JOB_0056,Frontend Developer,0.9246,0.6,0.0407,7.6,3.51,29.8,0.0,0.0,0.0,0.104,0.094,0.0,0.0,0.112,0.0,0.0,0.132,0.0,0.167,0.083,0.0,0.0,0.0,0.0,0.0,0.176,1
STU_0126,JOB_0047,Data Scientist,0.3125,0.0,0.1021,7.6,3.51,33.5,0.497,0.283,0.587,0.847,0.6,0.0,0.0,0.0,0.0,0.088,0.062,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0
STU_0126,JOB_0037,DevOps Engineer,0.412,0.2,0.0947,7.6,3.51,7.3,0.197,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.829,0.764,0.621,0.0,0.0,0.0,0.066,0.0,0.0,0.097,0.175,0
STU_0126,JOB_0172,Backend Developer,0.4165,0.0,0.0859,7.6,3.51,12.5,0.297,0.383,0.0,0.048,0.199,0.0,0.0,0.312,0.424,0.529,0.564,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.079,0.068,0
STU_0126,JOB_0097,Full Stack Developer,0.6771,0.3333,0.0692,7.6,3.51,23.4,0.197,0.283,0.0,0.0,0.032,0.0,0.0,0.412,0.0,0.0,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.279,0
STU_0127,JOB_0177,ML Engineer,0.8992,0.8571,0.0271,3.4,3.69,8.6,0.233,0.0,0.0,0.0,0.086,0.023,0.023,0.021,0.037,0.0,0.12,0.0,0.029,0.115,0.0,0.0,0.0,0.0,0.0,0.095,1
STU_0127,JOB_0169,Frontend Developer,0.3084,0.0,0.0977,3.4,3.69,6.4,0.0,0.0,0.0,0.0,0.0,0.797,0.708,0.247,0.0,0.0,0.0,0.002,0.433,0.088,0.374,0.004,0.0,0.021,0.0,0.0,0
STU_0127,JOB_0046,DevOps Engineer,0.6295,0.4,0.0728,3.4,3.69,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.043,0.32,0.682,0.0,0.0,0.474,0.0,0.0,0.0,0.0,0.0,0
STU_0127,JOB_0148,Data Analyst,0.4796,0.2857,0.0953,3.4,3.69,9.0,0.0,0.749,0.0,0.48,0.0,0.066,0.084,0.0,0.0,0.0,0.0,0.023,0.533,0.002,0.0,0.0,0.482,0.471,0.0,0.095,0
STU_0127,JOB_0130,Data Analyst,0.4796,0.2857,0.0961,3.4,3.69,6.4,0.0,0.749,0.0,0.48,0.0,0.073,0.0,0.0,0.053,0.0,0.0,0.0,0.533,0.0,0.0,0.06,0.482,0.471,0.0,0.095,0
STU_0128,JOB_0044,Project Manager,0.9322,1.0,0.0294,3.6,3.09,30.5,0.0,0.055,0.0,0.075,0.0,0.0,0.101,0.048,0.233,0.014,0.0,0.0,0.0,0.032,0.025,0.2,0.031,0.134,0.286,0.012,1
STU_0128,JOB_0038,Backend Developer,0.2214,0.0,0.1046,3.6,3.09,31.9,0.405,0.753,0.0,0.082,0.0,0.0,0.0,0.482,0.8,0.459,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.218,0.133,0
STU_0128,JOB_0060,Data Analyst,0.3443,0.2857,0.1042,3.6,3.09,16.7,0.305,0.853,0.0,0.9,0.134,0.0,0.0,0.0,0.016,0.143,0.0,0.007,0.0,0.0,0.0,0.0,0.131,0.689,0.223,0.663,0
STU_0128,JOB_0119,Backend Developer,0.2214,0.0,0.1018,3.6,3.09,17.2,0.405,0.753,0.0,0.2,0.023,0.0,0.0,0.482,0.8,0.459,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.059,0.221,0
STU_0128,JOB_0110,Data Analyst,0.3443,0.2857,0.1019,3.6,3.09,21.7,0.305,0.853,0.0,0.9,0.128,0.0,0.0,0.0,0.099,0.139,0.0,0.022,0.0,0.0,0.0,0.0,0.131,0.689,0.02,0.663,0
STU_0129,JOB_0116,Data Analyst,0.3767,0.1429,0.0952,4.1,3.37,24.2,0.0,0.777,0.287,0.56,0.234,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.716,0.0,0.0,0.0,0.576,0.356,0.0,0.381,0
STU_0129,JOB_0005,DevOps Engineer,0.8317,1.0,0.0311,4.1,3.37,20.0,0.0,0.086,0.134,0.0,0.09,0.072,0.0,0.0,0.0,0.276,0.12,0.112,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,1
STU_0129,JOB_0113,ML Engineer,0.4634,0.4286,0.084,4.1,3.37,27.0,0.267,0.055,0.9,0.0,0.8,0.142,0.025,0.0,0.019,0.076,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.42,0.381,0
STU_0129,JOB_0194,Backend Developer,0.554,0.5,0.0736,4.1,3.37,5.6,0.067,0.677,0.102,0.0,0.056,0.042,0.062,0.465,0.709,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0129,JOB_0056,Frontend Developer,0.3368,0.2,0.0856,4.1,3.37,29.8,0.0,0.0,0.081,0.0,0.094,0.783,0.708,0.265,0.0,0.0,0.0,0.0,0.616,0.0,0.082,0.0,0.057,0.0,0.0,0.0,0
STU_0130,JOB_0019,DevOps Engineer,0.701,0.6,0.0847,2.1,2.81,13.9,0.0,0.133,0.0,0.011,0.0,0.0,0.0,0.133,0.0,0.111,0.0,0.748,0.098,0.195,0.367,0.006,0.0,0.0,0.0,0.0,1
STU_0130,JOB_0042,ML Engineer,0.9208,0.8571,0.0419,2.1,2.81,19.4,0.225,0.196,0.0,0.0,0.0,0.0,0.0,0.132,0.007,0.0,0.0,0.134,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.195,1
STU_0130,JOB_0010,Data Scientist,0.554,0.4286,0.0913,2.1,2.81,14.3,0.225,0.7,0.0,0.635,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.022,0.598,0.241,0.0,0.0,0.0,0.0,0.0,0.295,0
STU_0130,JOB_0031,Data Scientist,0.554,0.4286,0.0907,2.1,2.81,31.6,0.225,0.7,0.0,0.635,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.058,0.598,0.118,0.0,0.0,0.0,0.0,0.0,0.295,0
STU_0130,JOB_0114,Full Stack Developer,0.4464,0.3333,0.1008,2.1,2.81,29.1,0.0,0.7,0.0,0.0,0.0,0.679,0.277,0.669,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0
STU_0131,JOB_0189,Data Scientist,0.4173,0.1429,0.1008,6.5,2.88,30.7,0.359,0.06,0.788,0.9,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0,0.013,0.538,0
STU_0131,JOB_0187,Data Analyst,0.4263,0.1429,0.0906,6.5,2.88,10.6,0.059,0.26,0.065,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499,0.0,0.051,0.0,0.37,0.572,0.0,0.438,0
STU_0131,JOB_0024,ML Engineer,0.4819,0.1429,0.0966,6.5,2.88,30.1,0.359,0.0,0.788,0.253,0.361,0.0,0.0,0.0,0.0,0.459,0.0,0.028,0.0,0.0,0.0,0.013,0.0,0.0,0.341,0.438,0
STU_0131,JOB_0117,Data Scientist,0.4173,0.1429,0.1006,6.5,2.88,33.5,0.359,0.06,0.788,0.9,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.0,0.0,0.132,0.0,0.039,0.0,0.538,0
STU_0131,JOB_0037,DevOps Engineer,0.4705,0.2,0.0893,6.5,2.88,7.3,0.059,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.659,0.197,0.68,0.0,0.0,0.576,0.131,0.0,0.0,0.039,0.0,0
STU_0132,JOB_0008,Frontend Developer,0.2814,0.0,0.1076,0.7,3.65,25.2,0.0,0.072,0.0,0.129,0.0,0.51,0.617,0.5,0.0,0.0,0.0,0.044,0.529,0.101,0.503,0.0,0.0,0.0,0.0,0.0,0
STU_0132,JOB_0027,Frontend Developer,0.2814,0.0,0.0984,0.7,3.65,28.1,0.0,0.025,0.0,0.074,0.0,0.51,0.617,0.5,0.0,0.0,0.0,0.0,0.529,0.0,0.503,0.0,0.081,0.0,0.0,0.0,0
STU_0132,JOB_0074,Frontend Developer,0.2814,0.0,0.1043,0.7,3.65,12.9,0.0,0.004,0.0,0.131,0.0,0.51,0.617,0.5,0.0,0.0,0.0,0.0,0.529,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0
STU_0132,JOB_0132,Frontend Developer,0.2814,0.0,0.104,0.7,3.65,14.9,0.0,0.0,0.0,0.18,0.0,0.51,0.617,0.5,0.0,0.0,0.0,0.0,0.529,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0
STU_0132,JOB_0158,ML Engineer,0.9328,1.0,0.0321,0.7,3.65,28.5,0.053,0.145,0.219,0.136,0.0,0.0,0.0,0.086,0.0,0.084,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,1
STU_0133,JOB_0019,DevOps Engineer,0.3088,0.0,0.1038,3.3,3.13,13.9,0.069,0.0,0.037,0.0,0.0,0.0,0.0,0.046,0.0,0.707,0.895,0.702,0.0,0.054,0.461,0.031,0.0,0.0,0.0,0.0,0
STU_0133,JOB_0188,Frontend Developer,0.4386,0.2,0.092,3.3,3.13,13.0,0.0,0.0,0.041,0.0,0.0,0.844,0.528,0.282,0.162,0.0,0.151,0.0,0.062,0.132,0.361,0.0,0.0,0.0,0.0,0.0,0
STU_0133,JOB_0131,Project Manager,0.4551,0.2,0.1032,3.3,3.13,20.8,0.0,0.0,0.07,0.0,0.0,0.111,0.0,0.0,0.049,0.0,0.001,0.0,0.262,0.759,0.461,0.712,0.122,0.0,0.0,0.0,0
STU_0133,JOB_0044,Project Manager,0.4551,0.2,0.0963,3.3,3.13,30.5,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.048,0.096,0.0,0.142,0.0,0.262,0.759,0.461,0.712,0.122,0.0,0.087,0.0,0
STU_0133,JOB_0130,Data Analyst,0.8681,0.7143,0.0365,3.3,3.13,6.4,0.069,0.0,0.077,0.178,0.0,0.12,0.0,0.0,0.093,0.0,0.109,0.0,0.162,0.0,0.0,0.044,0.222,0.0,0.025,0.081,1
STU_0134,JOB_0174,Backend Developer,0.5988,0.5,0.0863,2.5,3.12,23.9,0.0,0.323,0.0,0.0,0.0,0.0,0.008,0.7,0.702,0.0,0.0,0.09,0.0,0.0,0.002,0.0,0.0,0.088,0.0,0.0,0
STU_0134,JOB_0009,Frontend Developer,0.2876,0.0,0.1021,2.5,3.12,34.8,0.0,0.0,0.0,0.08,0.0,0.523,0.779,0.5,0.014,0.0,0.0,0.0,0.294,0.0,0.54,0.074,0.0,0.0,0.0,0.0,0
STU_0134,JOB_0085,Frontend Developer,0.2876,0.0,0.1044,2.5,3.12,27.8,0.0,0.0,0.0,0.039,0.0,0.523,0.779,0.5,0.0,0.0,0.0,0.136,0.294,0.0,0.54,0.083,0.031,0.0,0.0,0.0,0
STU_0134,JOB_0196,ML Engineer,0.9549,1.0,0.0364,2.5,3.12,7.0,0.175,0.0,0.003,0.0,0.061,0.0,0.039,0.206,0.044,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.033,0.113,0.0,0.0,1
