student_id,dominant_background,years_experience,gpa,skill_python,skill_sql,skill_machine_learning,skill_data_analysis,skill_deep_learning,skill_javascript,skill_react,skill_node_js,skill_java,skill_aws,skill_docker,skill_kubernetes,skill_communication,skill_teamwork,skill_problem_solving,skill_project_management,skill_excel,skill_tableau,skill_spark,skill_statistics
STU_0135,Frontend Developer,5.8,2.0,0.155,0.354,0.0,0.143,0.128,1.0,0.893,0.769,0.299,0.138,0.236,0.147,0.829,0.0,0.576,0.268,0.384,0.0,0.406,0.179
STU_0136,DevOps Engineer,5.9,3.61,0.371,0.197,0.19,0.295,0.118,0.034,0.138,0.205,0.235,0.782,1.0,0.807,0.07,0.119,0.961,0.18,0.096,0.339,0.521,0.231
STU_0137,Project Manager,5.7,3.53,0.109,0.204,0.008,0.169,0.106,0.14,0.088,0.157,0.28,0.182,0.0,0.088,0.672,0.937,0.875,0.988,0.582,0.237,0.129,0.029
STU_0138,Project Manager,1.5,3.72,0.342,0.109,0.377,0.126,0.298,0.123,0.166,0.0,0.155,0.214,0.138,0.463,0.726,0.815,0.664,0.865,0.855,0.422,0.095,0.092
STU_0139,Project Manager,3.5,3.19,0.368,0.184,0.0,0.004,0.226,0.282,0.0,0.152,0.443,0.167,0.423,0.297,0.737,0.856,0.781,0.807,0.555,0.426,0.053,0.362
STU_0140,ML Engineer,4.9,3.25,0.984,0.11,0.985,0.0,0.866,0.0,0.166,0.328,0.293,0.505,0.525,0.097,0.228,0.0,0.198,0.247,0.158,0.279,0.634,0.619
STU_0141,Data Scientist,0.1,3.13,0.757,0.613,0.972,1.0,0.594,0.283,0.0,0.237,0.191,0.384,0.119,0.164,0.859,0.186,0.034,0.583,0.038,0.19,0.252,0.84
STU_0142,Project Manager,3.8,2.65,0.165,0.033,0.523,0.167,0.29,0.15,0.147,0.132,0.0,0.176,0.139,0.376,0.72,0.813,0.665,1.0,0.57,0.284,0.346,0.178
STU_0143,Project Manager,5.0,3.47,0.329,0.011,0.259,0.217,0.257,0.271,0.06,0.054,0.307,0.106,0.0,0.297,0.745,0.97,1.0,0.953,0.849,0.223,0.438,0.041
STU_0144,Frontend Developer,3.3,2.6,0.171,0.373,0.135,0.51,0.518,0.942,0.983,0.679,0.022,0.003,0.388,0.241,0.666,0.202,0.342,0.171,0.087,0.338,0.349,0.287
STU_0145,Data Scientist,6.0,3.63,0.989,0.794,1.0,1.0,0.346,0.142,0.089,0.226,0.202,0.165,0.354,0.035,0.544,0.046,0.146,0.016,0.193,0.175,0.082,0.931
STU_0146,DevOps Engineer,6.5,3.05,0.571,0.196,0.116,0.199,0.307,0.138,0.278,0.078,0.314,0.813,1.0,0.909,0.428,0.027,0.579,0.108,0.0,0.0,0.293,0.199
STU_0147,Data Scientist,6.7,2.76,0.81,0.948,0.79,0.702,0.719,0.168,0.506,0.121,0.327,0.362,0.122,0.089,0.811,0.286,0.0,0.031,0.0,0.289,0.161,0.776
STU_0148,Data Scientist,3.5,2.98,0.828,0.599,0.918,0.988,0.94,0.197,0.367,0.076,0.0,0.147,0.0,0.202,0.583,0.0,0.46,0.119,0.0,0.335,0.091,0.964
STU_0149,Project Manager,4.2,3.47,0.252,0.289,0.315,0.187,0.279,0.312,0.23,0.179,0.0,0.29,0.206,0.138,1.0,0.686,1.0,0.947,0.748,0.141,0.0,0.179
STU_0150,Backend Developer,4.3,2.77,0.67,0.471,0.0,0.508,0.036,0.414,0.06,0.673,0.894,0.477,0.939,0.211,0.269,0.16,0.299,0.437,0.18,0.459,0.108,0.315
STU_0151,Data Scientist,5.0,3.11,0.932,0.701,0.772,0.954,0.622,0.189,0.19,0.186,0.145,0.221,0.103,0.599,0.489,0.112,0.124,0.506,0.002,0.264,0.237,0.85
STU_0152,DevOps Engineer,3.3,3.0,0.782,0.132,0.229,0.0,0.215,0.081,0.172,0.0,0.261,0.646,0.922,0.716,0.073,0.373,0.888,0.372,0.434,0.084,0.425,0.0
STU_0153,Frontend Developer,0.5,3.35,0.06,0.292,0.342,0.337,0.232,0.92,0.979,0.546,0.281,0.231,0.326,0.0,0.68,0.0,0.742,0.446,0.129,0.219,0.313,0.0
STU_0154,Data Analyst,5.3,2.77,0.165,0.753,0.365,1.0,0.256,0.332,0.232,0.283,0.153,0.217,0.105,0.39,1.0,0.407,0.139,0.057,0.992,0.782,0.249,0.605
STU_0155,Project Manager,3.2,3.04,0.295,0.407,0.445,0.306,0.0,0.23,0.521,0.07,0.191,0.412,0.293,0.572,0.79,0.752,0.984,0.771,0.67,0.19,0.355,0.292
STU_0156,ML Engineer,7.2,3.49,1.0,0.804,1.0,0.215,0.605,0.104,0.168,0.12,0.198,0.967,0.887,0.176,0.019,0.401,0.193,0.0,0.307,0.354,0.236,0.576
STU_0157,DevOps Engineer,0.6,2.82,0.523,0.075,0.309,0.13,0.281,0.033,0.0,0.313,0.238,1.0,0.82,0.781,0.404,0.0,0.988,0.398,0.329,0.097,0.078,0.168
STU_0158,Full Stack Developer,4.2,2.79,0.697,0.797,0.043,0.301,0.268,1.0,0.785,0.959,0.272,0.347,0.407,0.182,0.194,0.163,0.267,0.295,0.259,0.173,0.09,0.365
STU_0159,Backend Developer,6.7,3.14,0.671,0.539,0.205,0.17,0.114,0.438,0.027,0.806,1.0,0.762,0.695,0.03,0.0,0.138,0.097,0.092,0.151,0.185,0.273,0.014
STU_0160,Project Manager,6.4,3.22,0.171,0.475,0.235,0.0,0.263,0.282,0.181,0.018,0.464,0.04,0.299,0.23,0.99,1.0,0.884,0.866,0.866,0.105,0.225,0.006
STU_0161,Backend Developer,6.7,2.95,0.755,0.545,0.275,0.077,0.392,0.147,0.031,0.711,0.663,0.79,0.7,0.177,0.289,0.049,0.007,0.261,0.035,0.035,0.326,0.279
STU_0162,Backend Developer,3.3,3.79,0.564,1.0,0.336,0.137,0.286,0.0,0.099,0.716,0.868,0.585,0.737,0.212,0.175,0.156,0.136,0.235,0.262,0.23,0.023,0.05
STU_0163,Project Manager,4.0,3.3,0.223,0.138,0.234,0.029,0.396,0.228,0.1,0.175,0.121,0.397,0.17,0.223,0.986,0.789,0.829,0.991,0.467,0.238,0.193,0.219
STU_0164,DevOps Engineer,5.7,3.5,0.801,0.023,0.149,0.3,0.272,0.269,0.613,0.292,0.37,0.854,0.751,0.853,0.307,0.261,0.86,0.168,0.144,0.173,0.309,0.326
STU_0165,Full Stack Developer,4.2,3.2,0.502,0.77,0.171,0.435,0.137,0.827,0.791,0.669,0.189,0.16,0.523,0.134,0.367,0.11,0.285,0.247,0.0,0.278,0.0,0.294
STU_0166,Full Stack Developer,5.9,4.0,0.406,0.718,0.339,0.079,0.109,0.868,0.772,0.435,0.502,0.279,0.705,0.178,0.0,0.301,0.115,0.282,0.167,0.236,0.084,0.33
STU_0167,DevOps Engineer,5.4,2.69,0.936,0.445,0.391,0.187,0.375,0.186,0.0,0.425,0.369,0.895,0.716,0.812,0.0,0.342,0.56,0.243,0.073,0.0,0.236,0.15
STU_0168,ML Engineer,1.3,3.57,0.786,0.0,0.572,0.47,1.0,0.214,0.076,0.155,0.331,0.623,0.736,0.198,0.115,0.121,0.244,0.053,0.268,0.129,0.619,0.908
STU_0169,Backend Developer,0.4,3.4,0.431,0.729,0.204,0.488,0.0,0.186,0.419,0.582,0.768,0.65,0.728,0.435,0.267,0.399,0.146,0.089,0.166,0.026,0.273,0.142
STU_0170,Full Stack Developer,2.7,3.37,0.428,0.816,0.128,0.374,0.141,0.895,0.727,0.912,0.216,0.0,0.751,0.187,0.318,0.304,0.084,0.063,0.298,0.155,0.34,0.173
STU_0171,Data Analyst,5.5,3.73,0.643,0.844,0.235,1.0,0.192,0.28,0.207,0.219,0.459,0.38,0.212,0.232,0.695,0.174,0.246,0.328,0.912,0.534,0.347,0.687
STU_0172,Frontend Developer,4.8,3.1,0.419,0.24,0.306,0.315,0.409,1.0,0.701,0.801,0.36,0.124,0.046,0.276,0.658,0.249,0.812,0.115,0.033,0.258,0.12,0.222
STU_0173,Frontend Developer,4.0,3.71,0.307,0.291,0.082,0.025,0.202,0.984,0.961,0.423,0.245,0.425,0.231,0.0,0.73,0.507,0.507,0.204,0.166,0.214,0.229,0.371
STU_0174,Full Stack Developer,6.3,2.61,0.582,0.647,0.1,0.0,0.241,1.0,0.769,0.903,0.138,0.163,0.748,0.501,0.423,0.321,0.205,0.231,0.087,0.0,0.031,0.207
STU_0175,ML Engineer,6.1,3.42,0.894,0.152,0.724,0.144,0.752,0.108,0.339,0.0,0.0,0.7,0.714,0.261,0.119,0.062,0.199,0.134,0.433,0.151,0.592,1.0
STU_0176,Data Scientist,2.2,3.3,0.997,0.81,0.943,0.929,0.615,0.114,0.249,0.504,0.382,0.246,0.328,0.07,0.661,0.342,0.423,0.084,0.127,0.527,0.214,1.0
STU_0177,Full Stack Developer,6.9,2.8,0.554,0.841,0.404,0.045,0.147,0.937,0.681,0.726,0.351,0.366,0.533,0.232,0.019,0.066,0.219,0.205,0.055,0.093,0.04,0.268
STU_0178,Frontend Developer,1.4,3.13,0.0,0.263,0.0,0.205,0.446,1.0,0.629,0.545,0.052,0.021,0.183,0.384,0.79,0.093,0.806,0.0,0.087,0.076,0.212,0.17
STU_0179,Full Stack Developer,5.1,2.0,0.603,0.781,0.222,0.157,0.26,0.924,0.617,0.791,0.374,0.035,0.871,0.0,0.148,0.057,0.528,0.124,0.125,0.144,0.214,0.151
STU_0180,Data Analyst,6.2,2.9,0.609,0.903,0.356,1.0,0.172,0.322,0.035,0.315,0.114,0.022,0.172,0.41,0.827,0.424,0.088,0.357,0.702,0.734,0.233,0.799
STU_0181,Project Manager,0.7,3.32,0.332,0.46,0.112,0.0,0.275,0.15,0.18,0.283,0.132,0.16,0.185,0.42,0.905,0.715,0.621,0.971,0.531,0.0,0.295,0.303
STU_0182,Data Analyst,5.7,3.19,0.628,0.99,0.291,0.509,0.164,0.278,0.138,0.205,0.313,0.212,0.426,0.369,0.782,0.17,0.0,0.151,0.597,0.733,0.223,0.804
STU_0183,Full Stack Developer,3.2,3.01,0.942,0.735,0.003,0.116,0.144,0.889,0.558,0.755,0.176,0.133,0.722,0.296,0.375,0.15,0.38,0.0,0.0,0.018,0.201,0.38
STU_0184,Full Stack Developer,7.7,2.94,0.568,0.786,0.128,0.12,0.0,0.714,0.877,0.814,0.089,0.385,0.512,0.413,0.411,0.208,0.0,0.543,0.258,0.151,0.343,0.305
STU_0185,ML Engineer,0.0,2.32,0.948,0.022,1.0,0.197,0.842,0.178,0.162,0.07,0.319,0.923,0.616,0.283,0.265,0.201,0.0,0.005,0.083,0.0,0.811,0.755
STU_0186,Project Manager,4.3,3.58,0.0,0.2,0.496,0.095,0.33,0.128,0.208,0.382,0.148,0.096,0.413,0.207,1.0,0.797,1.0,0.991,0.765,0.22,0.124,0.2
STU_0187,DevOps Engineer,3.9,3.34,0.57,0.0,0.0,0.0,0.293,0.027,0.245,0.22,0.19,0.966,0.924,0.494,0.151,0.264,1.0,0.453,0.0,0.148,0.0,0.428
STU_0188,Data Scientist,5.8,3.02,0.925,0.907,1.0,1.0,0.669,0.148,0.315,0.322,0.171,0.147,0.37,0.45,0.588,0.16,0.253,0.273,0.122,0.483,0.263,0.88
STU_0189,Data Scientist,2.1,3.03,0.887,0.512,0.874,0.677,0.712,0.263,0.158,0.185,0.314,0.03,0.231,0.305,0.433,0.303,0.0,0.182,0.025,0.415,0.026,0.552
STU_0190,Frontend Developer,5.4,2.73,0.0,0.279,0.0,0.045,0.114,1.0,1.0,0.665,0.177,0.0,0.259,0.421,0.885,0.269,0.522,0.121,0.49,0.0,0.028,0.341
STU_0191,Data Scientist,5.3,3.17,1.0,0.769,0.843,0.728,0.907,0.196,0.41,0.334,0.122,0.123,0.417,0.419,0.418,0.282,0.182,0.045,0.239,0.0,0.13,0.68
STU_0192,Frontend Developer,3.8,3.43,0.048,0.436,0.274,0.469,0.176,0.818,1.0,0.413,0.173,0.308,0.014,0.307,0.788,0.39,0.834,0.395,0.183,0.071,0.516,0.0
STU_0193,Project Manager,5.6,3.48,0.444,0.228,0.35,0.0,0.125,0.0,0.317,0.0,0.008,0.277,0.359,0.176,0.986,0.981,0.768,0.786,0.785,0.292,0.334,0.247
STU_0194,Backend Developer,0.9,3.05,0.7,0.728,0.156,0.096,0.333,0.0,0.051,0.651,1.0,0.758,0.454,0.403,0.402,0.024,0.0,0.189,0.368,0.439,0.069,0.463
STU_0195,Data Scientist,3.4,2.75,0.837,0.873,1.0,1.0,0.397,0.329,0.276,0.0,0.0,0.356,0.173,0.007,0.669,0.255,0.188,0.0,0.483,0.351,0.15,0.756
STU_0196,Backend Developer,3.6,2.11,0.748,0.6,0.189,0.025,0.032,0.447,0.209,0.731,0.498,0.51,0.769,0.229,0.0,0.231,0.255,0.393,0.102,0.0,0.05,0.035
STU_0197,ML Engineer,0.4,3.46,0.833,0.414,0.901,0.334,0.554,0.0,0.416,0.215,0.215,0.532,0.715,0.028,0.378,0.609,0.273,0.105,0.0,0.0,0.833,0.546
STU_0198,Full Stack Developer,2.9,3.91,0.822,0.67,0.139,0.211,0.106,0.714,0.762,0.828,0.52,0.266,0.773,0.039,0.279,0.092,0.259,0.303,0.207,0.561,0.414,0.377
STU_0199,Data Scientist,7.0,2.91,0.684,0.906,0.751,0.815,0.684,0.385,0.027,0.123,0.215,0.172,0.328,0.715,0.763,0.09,0.006,0.151,0.059,0.27,0.268,0.731
STU_0200,Full Stack Developer,6.9,2.93,0.582,0.796,0.334,0.392,0.264,0.958,0.6,0.938,0.336,0.427,0.35,0.064,0.323,0.0,0.274,0.359,0.114,0.135,0.039,0.122
STU_0201,Backend Developer,4.6,3.38,0.589,0.759,0.158,0.481,0.141,0.252,0.113,0.612,0.544,0.364,0.519,0.228,0.361,0.0,0.118,0.0,0.16,0.361,0.133,0.193
STU_0202,Data Scientist,3.4,3.39,0.786,0.724,0.776,0.963,0.677,0.0,0.226,0.182,0.282,0.325,0.272,0.155,0.84,0.069,0.002,0.0,0.189,0.077,0.26,0.504
STU_0203,DevOps Engineer,4.8,3.44,0.446,0.261,0.116,0.195,0.289,0.343,0.214,0.078,0.131,0.996,0.747,0.873,0.142,0.184,0.649,0.0,0.278,0.345,0.0,0.255
STU_0204,Backend Developer,3.7,3.05,0.637,0.658,0.212,0.237,0.214,0.173,0.038,0.763,0.871,0.63,0.717,0.452,0.106,0.392,0.09,0.366,0.385,0.156,0.449,0.27
STU_0205,Full Stack Developer,4.2,3.55,0.77,0.838,0.041,0.179,0.231,0.724,1.0,0.835,0.191,0.379,0.545,0.351,0.0,0.132,0.357,0.436,0.084,0.067,0.285,0.107
STU_0206,Data Analyst,1.1,2.94,0.518,0.605,0.005,0.901,0.0,0.155,0.0,0.446,0.525,0.041,0.239,0.056,0.754,0.471,0.13,0.157,0.659,0.872,0.0,0.634
STU_0207,Full Stack Developer,2.0,2.32,0.73,0.88,0.0,0.514,0.0,0.993,0.722,0.724,0.139,0.195,0.631,0.062,0.165,0.084,0.018,0.077,0.028,0.137,0.265,0.218
STU_0208,Backend Developer,5.4,2.7,0.77,0.801,0.322,0.307,0.175,0.226,0.088,0.792,0.518,0.717,0.697,0.127,0.165,0.176,0.395,0.685,0.383,0.115,0.294,0.301
STU_0209,Data Scientist,7.1,2.81,0.891,0.821,0.658,0.792,0.686,0.206,0.412,0.0,0.553,0.0,0.0,0.191,0.53,0.194,0.189,0.171,0.074,0.265,0.152,0.966
STU_0210,ML Engineer,1.4,3.43,0.647,0.174,0.71,0.0,0.879,0.0,0.412,0.224,0.193,0.545,0.815,0.2,0.097,0.23,0.0,0.0,0.032,0.252,0.6,0.857
STU_0211,Backend Developer,6.9,2.45,0.683,0.659,0.258,0.19,0.106,0.206,0.181,0.677,0.738,0.404,0.711,0.08,0.047,0.164,0.31,0.228,0.12,0.114,0.295,0.0
STU_0212,Backend Developer,4.2,2.94,0.488,0.723,0.526,0.452,0.306,0.253,0.0,0.724,0.718,0.477,0.723,0.129,0.33,0.0,0.211,0.068,0.139,0.246,0.032,0.225
STU_0213,Full Stack Developer,5.7,2.56,0.529,0.677,0.085,0.201,0.158,0.708,0.938,0.862,0.143,0.222,0.446,0.134,0.152,0.013,0.258,0.124,0.147,0.115,0.644,0.101
STU_0214,Backend Developer,3.1,2.92,0.814,1.0,0.098,0.392,0.311,0.172,0.161,0.727,0.932,0.66,0.598,0.174,0.497,0.238,0.33,0.281,0.241,0.216,0.335,0.308
STU_0215,Full Stack Developer,1.8,2.59,0.658,0.69,0.154,0.602,0.0,0.944,0.571,0.82,0.585,0.056,0.491,0.197,0.073,0.333,0.12,0.298,0.001,0.0,0.166,0.0
STU_0216,ML Engineer,6.8,2.81,0.744,0.262,0.812,0.0,1.0,0.05,0.171,0.169,0.307,0.769,0.576,0.151,0.166,0.312,0.025,0.503,0.086,0.199,0.426,0.505
STU_0217,Backend Developer,0.9,3.7,0.638,0.653,0.304,0.083,0.066,0.141,0.349,0.732,0.785,0.385,0.529,0.008,0.396,0.28,0.071,0.115,0.076,0.067,0.269,0.157
STU_0218,Full Stack Developer,3.4,3.09,0.796,0.801,0.137,0.29,0.148,1.0,0.761,0.839,0.219,0.461,0.385,0.476,0.172,0.0,0.087,0.0,0.298,0.044,0.225,0.37
STU_0219,Data Scientist,0.1,3.94,0.704,0.642,1.0,1.0,0.56,0.108,0.194,0.22,0.137,0.28,0.057,0.056,0.756,0.025,0.309,0.198,0.0,0.216,0.0,0.904
STU_0220,Frontend Developer,3.1,3.04,0.361,0.041,0.0,0.087,0.017,1.0,0.898,0.64,0.157,0.173,0.195,0.366,0.747,0.041,0.943,0.156,0.132,0.0,0.295,0.215
STU_0221,Full Stack Developer,3.6,2.95,0.514,0.645,0.269,0.296,0.165,0.942,0.688,0.724,0.23,0.0,0.635,0.0,0.046,0.0,0.174,0.441,0.182,0.297,0.553,0.261
STU_0222,Data Analyst,1.7,3.2,0.6,0.805,0.116,1.0,0.354,0.0,0.077,0.13,0.29,0.371,0.605,0.13,0.738,0.288,0.098,0.179,0.738,0.307,0.218,0.673
STU_0223,Full Stack Developer,3.5,3.24,0.412,0.661,0.0,0.018,0.295,0.763,0.838,0.505,0.164,0.129,0.743,0.301,0.296,0.431,0.145,0.4,0.043,0.038,0.313,0.0
STU_0224,Data Analyst,5.7,3.59,0.761,0.891,0.208,0.976,0.101,0.094,0.271,0.196,0.139,0.188,0.439,0.134,0.729,0.0,0.194,0.299,0.925,0.716,0.343,0.81
STU_0225,Full Stack Developer,0.8,3.95,0.835,0.675,0.001,0.3,0.317,1.0,0.892,1.0,0.293,0.234,0.392,0.246,0.117,0.232,0.208,0.271,0.185,0.34,0.0,0.228
STU_0226,Project Manager,2.8,3.85,0.31,0.453,0.225,0.2,0.279,0.2,0.083,0.123,0.033,0.279,0.202,0.146,0.815,0.976,0.917,0.78,0.507,0.343,0.0,0.282
STU_0227,Project Manager,4.0,4.0,0.311,0.306,0.538,0.0,0.13,0.327,0.149,0.386,0.194,0.22,0.159,0.122,0.818,0.941,0.684,1.0,0.798,0.365,0.031,0.0
STU_0228,Data Scientist,7.8,3.36,1.0,0.617,0.964,1.0,0.395,0.405,0.175,0.186,0.204,0.372,0.087,0.0,0.748,0.0,0.155,0.378,0.287,0.356,0.293,1.0
STU_0229,Data Analyst,1.9,3.16,0.534,1.0,0.191,1.0,0.12,0.411,0.289,0.195,0.281,0.239,0.253,0.169,0.695,0.15,0.0,0.326,0.615,0.667,0.297,0.826
STU_0230,Data Scientist,4.3,3.59,0.969,0.708,1.0,0.777,0.293,0.322,0.119,0.0,0.176,0.385,0.011,0.55,0.574,0.213,0.017,0.206,0.18,0.0,0.624,0.726
STU_0231,ML Engineer,2.8,2.0,1.0,0.369,0.72,0.232,0.518,0.335,0.0,0.08,0.2,0.767,0.661,0.428,0.308,0.297,0.016,0.455,0.08,0.461,0.903,0.777
STU_0232,Frontend Developer,1.3,2.94,0.171,0.365,0.339,0.017,0.156,0.52,0.962,0.218,0.37,0.377,0.129,0.278,0.667,0.236,0.528,0.293,0.0,0.0,0.182,0.168
STU_0233,DevOps Engineer,7.2,2.61,0.883,0.224,0.235,0.23,0.35,0.286,0.266,0.31,0.0,0.632,0.889,0.87,0.287,0.203,0.887,0.013,0.198,0.0,0.258,0.0
STU_0234,Backend Developer,7.8,3.15,0.642,0.934,0.234,0.0,0.099,0.0,0.0,0.718,0.884,0.666,0.79,0.198,0.159,0.039,0.134,0.002,0.073,0.213,0.182,0.66
STU_0235,Full Stack Developer,1.8,3.19,0.386,0.642,0.148,0.327,0.133,0.771,0.635,0.59,0.102,0.143,0.611,0.284,0.165,0.162,0.0,0.281,0.096,0.312,0.397,0.172
STU_0236,Frontend Developer,6.5,3.29,0.252,0.153,0.115,0.285,0.275,0.848,0.652,0.568,0.085,0.232,0.223,0.0,0.712,0.277,0.796,0.218,0.0,0.392,0.262,0.02
STU_0237,Data Analyst,2.4,3.23,0.702,0.827,0.324,0.631,0.044,0.0,0.065,0.426,0.509,0.235,0.104,0.167,0.871,0.0,0.114,0.415,0.643,0.588,0.202,0.742
STU_0238,Full Stack Developer,3.3,2.81,0.691,0.994,0.181,0.194,0.429,0.718,0.501,0.838,0.361,0.254,0.585,0.0,0.191,0.385,0.015,0.163,0.142,0.095,0.237,0.266
STU_0239,Project Manager,4.0,3.51,0.0,0.239,0.124,0.476,0.483,0.499,0.059,0.285,0.331,0.314,0.147,0.392,0.9,0.919,0.569,1.0,0.661,0.27,0.235,0.227
STU_0240,ML Engineer,2.4,2.49,0.87,0.0,0.985,0.079,0.601,0.047,0.242,0.186,0.0,0.642,0.875,0.132,0.175,0.356,0.319,0.353,0.0,0.46,0.695,1.0
STU_0241,DevOps Engineer,5.6,3.69,0.601,0.159,0.298,0.361,0.187,0.164,0.278,0.162,0.149,1.0,1.0,1.0,0.175,0.0,0.778,0.086,0.181,0.099,0.197,0.044
STU_0242,Data Scientist,2.9,3.09,0.755,0.7,1.0,1.0,0.719,0.245,0.309,0.406,0.264,0.0,0.121,0.304,0.606,0.443,0.191,0.213,0.369,0.173,0.226,0.935
STU_0243,Data Analyst,6.7,2.98,0.724,0.91,0.42,0.664,0.0,0.315,0.33,0.171,0.26,0.312,0.078,0.094,0.828,0.336,0.025,0.17,0.763,0.763,0.199,0.618
STU_0244,Backend Developer,3.5,2.46,0.656,0.561,0.093,0.277,0.248,0.29,0.283,1.0,0.688,0.357,0.542,0.094,0.054,0.214,0.388,0.431,0.276,0.521,0.147,0.0
STU_0245,Project Manager,4.1,4.0,0.087,0.278,0.185,0.171,0.023,0.198,0.351,0.203,0.075,0.013,0.079,0.259,0.952,0.78,0.468,1.0,0.565,0.303,0.087,0.052
STU_0246,Full Stack Developer,3.0,3.15,0.712,0.72,0.254,0.0,0.032,0.423,0.959,1.0,0.259,0.22,0.367,0.167,0.469,0.22,0.115,0.0,0.407,0.189,0.0,0.061
STU_0247,Project Manager,2.1,2.91,0.231,0.125,0.317,0.212,0.359,0.146,0.657,0.115,0.065,0.046,0.168,0.0,0.944,0.614,0.824,0.747,0.643,0.291,0.546,0.038
STU_0248,Full Stack Developer,5.8,3.37,0.47,0.593,0.324,0.127,0.537,0.862,0.548,0.745,0.08,0.32,0.354,0.0,0.111,0.302,0.385,0.407,0.279,0.188,0.319,0.028
STU_0249,Backend Developer,0.4,3.31,0.549,0.79,0.218,0.237,0.341,0.325,0.229,0.634,0.816,0.511,0.671,0.593,0.227,0.268,0.094,0.353,0.314,0.315,0.232,0.355
STU_0250,DevOps Engineer,1.4,2.62,0.583,0.334,0.064,0.092,0.192,0.0,0.324,0.056,0.129,0.868,0.906,0.848,0.19,0.191,0.733,0.084,0.362,0.0,0.169,0.13
STU_0251,Data Scientist,5.0,3.61,0.825,0.685,1.0,0.95,0.422,0.127,0.333,0.02,0.188,0.199,0.142,0.604,0.638,0.267,0.085,0.279,0.331,0.112,0.192,0.666
STU_0252,Data Analyst,6.9,3.18,0.517,0.538,0.465,0.78,0.163,0.446,0.179,0.175,0.016,0.0,0.175,0.254,0.846,0.128,0.203,0.0,0.869,0.724,0.496,0.701
STU_0253,Data Scientist,0.6,2.26,0.851,0.765,0.904,0.711,0.355,0.239,0.407,0.212,0.322,0.352,0.24,0.078,0.729,0.381,0.279,0.312,0.131,0.17,0.182,0.792
STU_0254,DevOps Engineer,6.3,3.38,0.605,0.188,0.0,0.301,0.091,0.146,0.477,0.351,0.286,0.957,0.875,1.0,0.32,0.088,0.59,0.285,0.192,0.0,0.264,0.16
STU_0255,Project Manager,2.8,3.04,0.109,0.295,0.125,0.135,0.12,0.37,0.158,0.406,0.468,0.089,0.0,0.357,0.849,0.77,0.712,0.888,0.895,0.224,0.393,0.274
STU_0256,DevOps Engineer,6.2,2.94,0.684,0.323,0.35,0.161,0.226,0.288,0.142,0.03,0.079,0.864,0.999,1.0,0.0,0.11,0.746,0.319,0.121,0.136,0.0,0.273
STU_0257,Full Stack Developer,6.2,3.54,0.561,0.869,0.049,0.074,0.388,0.811,0.8,0.86,0.195,0.148,0.725,0.374,0.363,0.022,0.396,0.146,0.087,0.175,0.325,0.281
STU_0258,ML Engineer,0.6,3.11,0.921,0.114,0.794,0.262,0.788,0.0,0.327,0.128,0.439,0.49,0.673,0.095,0.054,0.127,0.466,0.222,0.081,0.0,0.342,0.62
STU_0259,Project Manager,7.3,2.81,0.0,0.186,0.354,0.443,0.0,0.08,0.072,0.222,0.017,0.452,0.207,0.182,1.0,0.898,0.86,0.837,0.494,0.108,0.528,0.295
STU_0260,Data Analyst,5.1,3.52,0.737,0.696,0.0,0.816,0.493,0.485,0.132,0.099,0.0,0.212,0.224,0.318,0.937,0.17,0.283,0.095,0.881,0.624,0.269,0.757
STU_0261,DevOps Engineer,2.4,2.95,0.364,0.04,0.159,0.0,0.139,0.144,0.396,0.221,0.354,0.945,0.82,0.92,0.309,0.379,0.78,0.0,0.0,0.151,0.0,0.469
STU_0262,Full Stack Developer,3.8,2.68,0.434,0.854,0.033,0.047,0.085,0.817,0.793,0.979,0.357,0.2,0.753,0.099,0.0,0.099,0.079,0.105,0.056,0.131,0.293,0.457
STU_0263,DevOps Engineer,4.0,3.32,0.481,0.315,0.169,0.091,0.308,0.343,0.197,0.078,0.241,0.865,0.864,0.823,0.339,0.237,0.955,0.4,0.269,0.124,0.356,0.27
STU_0264,Frontend Developer,2.1,3.65,0.305,0.244,0.185,0.161,0.244,0.978,1.0,0.546,0.131,0.151,0.002,0.449,0.619,0.345,0.741,0.246,0.182,0.082,0.055,0.459
STU_0265,Data Analyst,6.7,3.53,0.808,0.838,0.264,0.907,0.026,0.172,0.288,0.125,0.151,0.174,0.517,0.0,0.875,0.162,0.104,0.158,0.9,0.809,0.228,0.864
STU_0266,DevOps Engineer,6.0,3.04,0.518,0.274,0.275,0.078,0.0,0.0,0.21,0.245,0.023,1.0,0.923,1.0,0.256,0.04,0.869,0.301,0.118,0.0,0.215,0.05
STU_0267,Full Stack Developer,4.4,3.52,0.859,0.381,0.22,0.414,0.066,0.776,0.64,0.697,0.237,0.006,0.583,0.277,0.168,0.05,0.355,0.31,0.044,0.006,0.057,0.282
STU_0268,Backend Developer,5.5,3.02,0.651,0.661,0.338,0.117,0.228,0.0,0.115,0.851,0.693,0.722,0.35,0.116,0.174,0.461,0.025,0.301,0.359,0.092,0.144,0.221
STU_0269,Data Analyst,6.4,3.14,0.791,0.978,0.176,0.917,0.287,0.316,0.117,0.43,0.397,0.302,0.074,0.047,0.751,0.209,0.0,0.274,0.993,0.786,0.099,0.581
STU_0270,Data Analyst,3.6,3.32,0.666,0.99,0.364,0.73,0.233,0.145,0.185,0.33,0.346,0.41,0.264,0.183,0.762,0.0,0.401,0.152,0.876,0.802,0.013,0.561
