job_id,title,company,salary_lpa,req_python,req_sql,req_machine_learning,req_data_analysis,req_deep_learning,req_javascript,req_react,req_node_js,req_java,req_aws,req_docker,req_kubernetes,req_communication,req_teamwork,req_problem_solving,req_project_management,req_excel,req_tableau,req_spark,req_statistics
JOB_0133,Backend Developer,Company_23,24.5,0.7,0.8,0.277,0.17,0.211,0.045,0.16,0.7,0.8,0.6,0.7,0.256,0.01,0.213,0.3,0.002,0.048,0.202,0.018,0.177
JOB_0134,Frontend Developer,Company_41,22.6,0.11,0.209,0.178,0.062,0.169,0.9,0.9,0.5,0.096,0.026,0.073,0.003,0.7,0.067,0.7,0.051,0.085,0.125,0.097,0.24
JOB_0135,Data Scientist,Company_57,31.3,0.9,0.7,0.9,0.9,0.6,0.101,0.047,0.004,0.074,0.274,0.239,0.291,0.7,0.178,0.077,0.163,0.096,0.085,0.172,0.8
JOB_0136,Frontend Developer,Company_28,24.5,0.038,0.279,0.152,0.246,0.196,0.9,0.9,0.5,0.184,0.083,0.03,0.182,0.7,0.072,0.7,0.165,0.048,0.183,0.237,0.247
JOB_0137,ML Engineer,Company_19,21.5,0.9,0.142,0.9,0.063,0.8,0.029,0.249,0.178,0.073,0.7,0.7,0.232,0.177,0.033,0.024,0.225,0.088,0.267,0.6,0.7
JOB_0138,Data Analyst,Company_17,26.3,0.6,0.9,0.098,0.9,0.118,0.223,0.142,0.171,0.094,0.042,0.08,0.258,0.8,0.113,0.237,0.019,0.8,0.7,0.296,0.7
JOB_0139,DevOps Engineer,Company_37,5.1,0.6,0.191,0.114,0.277,0.229,0.134,0.225,0.293,0.138,0.9,0.9,0.9,0.266,0.029,0.8,0.235,0.184,0.149,0.185,0.045
JOB_0140,Full Stack Developer,Company_13,13.1,0.6,0.7,0.073,0.265,0.112,0.8,0.7,0.8,0.219,0.135,0.6,0.289,0.245,0.217,0.261,0.272,0.101,0.183,0.183,0.08
JOB_0141,ML Engineer,Company_14,8.4,0.9,0.234,0.9,0.095,0.8,0.136,0.164,0.276,0.262,0.7,0.7,0.289,0.14,0.014,0.025,0.117,0.077,0.051,0.6,0.7
JOB_0142,Data Scientist,Company_57,27.8,0.9,0.7,0.9,0.9,0.6,0.281,0.091,0.077,0.213,0.197,0.135,0.19,0.7,0.202,0.081,0.082,0.049,0.1,0.099,0.8
JOB_0143,Data Scientist,Company_12,10.8,0.9,0.7,0.9,0.9,0.6,0.27,0.029,0.013,0.216,0.228,0.253,0.017,0.7,0.113,0.091,0.052,0.299,0.019,0.248,0.8
JOB_0144,Data Scientist,Company_44,26.4,0.9,0.7,0.9,0.9,0.6,0.037,0.056,0.1,0.021,0.017,0.275,0.094,0.7,0.289,0.043,0.214,0.18,0.207,0.029,0.8
JOB_0145,Data Analyst,Company_05,23.1,0.6,0.9,0.213,0.9,0.203,0.012,0.26,0.109,0.001,0.152,0.281,0.077,0.8,0.052,0.017,0.024,0.8,0.7,0.043,0.7
JOB_0146,Frontend Developer,Company_12,5.8,0.166,0.21,0.194,0.116,0.167,0.9,0.9,0.5,0.228,0.277,0.275,0.195,0.7,0.125,0.7,0.019,0.033,0.029,0.106,0.21
JOB_0147,Project Manager,Company_47,22.7,0.044,0.224,0.106,0.004,0.084,0.099,0.082,0.244,0.228,0.209,0.042,0.242,0.9,0.9,0.8,0.95,0.7,0.034,0.155,0.03
JOB_0148,Data Analyst,Company_10,9.0,0.6,0.9,0.107,0.9,0.269,0.169,0.276,0.09,0.034,0.167,0.104,0.241,0.8,0.142,0.291,0.166,0.8,0.7,0.011,0.7
JOB_0149,Data Scientist,Company_06,14.3,0.9,0.7,0.9,0.9,0.6,0.143,0.102,0.068,0.057,0.229,0.285,0.042,0.7,0.178,0.192,0.213,0.211,0.246,0.145,0.8
JOB_0150,ML Engineer,Company_20,8.2,0.9,0.01,0.9,0.028,0.8,0.192,0.189,0.126,0.027,0.7,0.7,0.216,0.174,0.147,0.146,0.29,0.227,0.149,0.6,0.7
JOB_0151,ML Engineer,Company_56,14.6,0.9,0.3,0.9,0.014,0.8,0.008,0.18,0.021,0.28,0.7,0.7,0.185,0.088,0.019,0.221,0.031,0.026,0.093,0.6,0.7
JOB_0152,Full Stack Developer,Company_42,29.0,0.6,0.7,0.122,0.255,0.152,0.8,0.7,0.8,0.008,0.073,0.6,0.105,0.157,0.265,0.088,0.156,0.102,0.247,0.047,0.031
JOB_0153,DevOps Engineer,Company_30,25.2,0.6,0.177,0.232,0.118,0.01,0.035,0.012,0.099,0.149,0.9,0.9,0.9,0.203,0.2,0.8,0.104,0.176,0.179,0.094,0.099
JOB_0154,Data Analyst,Company_41,24.4,0.6,0.9,0.268,0.9,0.257,0.049,0.152,0.127,0.003,0.275,0.136,0.286,0.8,0.26,0.277,0.167,0.8,0.7,0.165,0.7
JOB_0155,Data Analyst,Company_26,13.1,0.6,0.9,0.292,0.9,0.222,0.278,0.022,0.033,0.208,0.194,0.021,0.25,0.8,0.272,0.263,0.244,0.8,0.7,0.152,0.7
JOB_0156,Full Stack Developer,Company_39,9.0,0.6,0.7,0.09,0.07,0.186,0.8,0.7,0.8,0.258,0.103,0.6,0.121,0.046,0.159,0.026,0.264,0.277,0.246,0.169,0.167
JOB_0157,Project Manager,Company_59,12.4,0.023,0.169,0.099,0.097,0.002,0.179,0.079,0.056,0.012,0.109,0.264,0.101,0.9,0.9,0.8,0.95,0.7,0.168,0.0,0.011
JOB_0158,ML Engineer,Company_59,28.5,0.9,0.271,0.9,0.238,0.8,0.237,0.002,0.086,0.225,0.7,0.7,0.09,0.093,0.29,0.132,0.134,0.166,0.123,0.6,0.7
JOB_0159,Full Stack Developer,Company_49,32.3,0.6,0.7,0.133,0.212,0.251,0.8,0.7,0.8,0.203,0.224,0.6,0.15,0.176,0.001,0.257,0.183,0.039,0.245,0.215,0.227
JOB_0160,Frontend Developer,Company_24,30.6,0.124,0.171,0.0,0.193,0.215,0.9,0.9,0.5,0.204,0.083,0.288,0.212,0.7,0.291,0.7,0.227,0.183,0.052,0.163,0.23
JOB_0161,Data Analyst,Company_31,31.0,0.6,0.9,0.152,0.9,0.033,0.046,0.251,0.145,0.015,0.005,0.142,0.049,0.8,0.239,0.068,0.178,0.8,0.7,0.267,0.7
JOB_0162,Data Analyst,Company_53,11.8,0.6,0.9,0.144,0.9,0.034,0.256,0.259,0.166,0.103,0.156,0.088,0.24,0.8,0.278,0.187,0.154,0.8,0.7,0.271,0.7
JOB_0163,Frontend Developer,Company_58,29.4,0.258,0.145,0.251,0.092,0.229,0.9,0.9,0.5,0.097,0.116,0.246,0.077,0.7,0.022,0.7,0.238,0.121,0.217,0.275,0.24
JOB_0164,Project Manager,Company_24,19.5,0.234,0.088,0.241,0.098,0.242,0.026,0.013,0.299,0.261,0.265,0.285,0.131,0.9,0.9,0.8,0.95,0.7,0.001,0.043,0.074
JOB_0165,Data Analyst,Company_12,11.8,0.6,0.9,0.185,0.9,0.181,0.208,0.11,0.048,0.096,0.289,0.187,0.083,0.8,0.251,0.201,0.168,0.8,0.7,0.193,0.7
JOB_0166,ML Engineer,Company_07,34.0,0.9,0.125,0.9,0.019,0.8,0.065,0.241,0.16,0.083,0.7,0.7,0.053,0.016,0.227,0.105,0.117,0.074,0.258,0.6,0.7
JOB_0167,Project Manager,Company_19,11.1,0.095,0.025,0.048,0.125,0.264,0.017,0.064,0.273,0.267,0.204,0.072,0.126,0.9,0.9,0.8,0.95,0.7,0.183,0.089,0.104
JOB_0168,Project Manager,Company_47,31.3,0.097,0.171,0.083,0.016,0.221,0.051,0.128,0.146,0.055,0.028,0.104,0.286,0.9,0.9,0.8,0.95,0.7,0.163,0.226,0.127
JOB_0169,Frontend Developer,Company_18,6.4,0.007,0.129,0.265,0.073,0.172,0.9,0.9,0.5,0.099,0.201,0.132,0.22,0.7,0.228,0.7,0.226,0.256,0.25,0.219,0.241
JOB_0170,Full Stack Developer,Company_56,19.3,0.6,0.7,0.255,0.129,0.246,0.8,0.7,0.8,0.213,0.227,0.6,0.272,0.172,0.174,0.05,0.292,0.077,0.217,0.239,0.132
JOB_0171,DevOps Engineer,Company_13,10.7,0.6,0.153,0.027,0.215,0.075,0.263,0.093,0.06,0.025,0.9,0.9,0.9,0.139,0.103,0.8,0.083,0.278,0.05,0.296,0.098
JOB_0172,Backend Developer,Company_06,12.5,0.7,0.8,0.154,0.101,0.199,0.189,0.282,0.7,0.8,0.6,0.7,0.147,0.211,0.023,0.227,0.289,0.025,0.251,0.28,0.068
JOB_0173,Frontend Developer,Company_31,32.8,0.288,0.038,0.105,0.209,0.066,0.9,0.9,0.5,0.169,0.196,0.195,0.234,0.7,0.082,0.7,0.062,0.094,0.053,0.006,0.047
JOB_0174,Backend Developer,Company_40,23.9,0.7,0.8,0.17,0.041,0.169,0.018,0.129,0.7,0.8,0.6,0.7,0.252,0.231,0.188,0.162,0.009,0.217,0.163,0.081,0.098
JOB_0175,Full Stack Developer,Company_56,23.7,0.6,0.7,0.124,0.141,0.087,0.8,0.7,0.8,0.239,0.085,0.6,0.193,0.196,0.182,0.288,0.153,0.22,0.212,0.071,0.085
JOB_0176,Data Analyst,Company_26,13.3,0.6,0.9,0.181,0.9,0.241,0.131,0.212,0.024,0.141,0.008,0.203,0.103,0.8,0.097,0.169,0.077,0.8,0.7,0.111,0.7
JOB_0177,ML Engineer,Company_07,8.6,0.9,0.124,0.9,0.286,0.8,0.126,0.215,0.274,0.214,0.7,0.7,0.012,0.296,0.255,0.279,0.076,0.043,0.199,0.6,0.7
JOB_0178,Full Stack Developer,Company_55,23.6,0.6,0.7,0.04,0.058,0.043,0.8,0.7,0.8,0.112,0.201,0.6,0.264,0.164,0.246,0.153,0.142,0.26,0.116,0.119,0.091
JOB_0179,Backend Developer,Company_31,21.3,0.7,0.8,0.065,0.26,0.104,0.277,0.062,0.7,0.8,0.6,0.7,0.273,0.159,0.176,0.153,0.011,0.149,0.079,0.103,0.195
JOB_0180,Backend Developer,Company_30,7.8,0.7,0.8,0.057,0.182,0.053,0.265,0.063,0.7,0.8,0.6,0.7,0.288,0.283,0.214,0.021,0.178,0.297,0.284,0.032,0.119
JOB_0181,Frontend Developer,Company_19,8.9,0.208,0.082,0.103,0.027,0.149,0.9,0.9,0.5,0.286,0.043,0.157,0.059,0.7,0.061,0.7,0.042,0.148,0.196,0.026,0.132
JOB_0182,Data Scientist,Company_35,12.0,0.9,0.7,0.9,0.9,0.6,0.299,0.294,0.127,0.024,0.097,0.071,0.004,0.7,0.136,0.102,0.054,0.215,0.107,0.256,0.8
JOB_0183,Frontend Developer,Company_32,10.5,0.149,0.046,0.048,0.184,0.079,0.9,0.9,0.5,0.17,0.164,0.075,0.136,0.7,0.216,0.7,0.058,0.094,0.271,0.239,0.284
JOB_0184,Backend Developer,Company_39,24.9,0.7,0.8,0.153,0.107,0.192,0.164,0.037,0.7,0.8,0.6,0.7,0.246,0.133,0.226,0.041,0.277,0.144,0.078,0.072,0.08
JOB_0185,Frontend Developer,Company_22,26.5,0.285,0.201,0.164,0.135,0.248,0.9,0.9,0.5,0.119,0.24,0.29,0.211,0.7,0.176,0.7,0.237,0.084,0.209,0.273,0.054
JOB_0186,Full Stack Developer,Company_24,24.4,0.6,0.7,0.009,0.122,0.195,0.8,0.7,0.8,0.111,0.082,0.6,0.093,0.162,0.277,0.162,0.185,0.022,0.053,0.03,0.229
JOB_0187,Data Analyst,Company_50,10.6,0.6,0.9,0.177,0.9,0.206,0.272,0.089,0.198,0.168,0.092,0.272,0.029,0.8,0.218,0.275,0.156,0.8,0.7,0.231,0.7
JOB_0188,Frontend Developer,Company_46,13.0,0.177,0.26,0.095,0.145,0.285,0.9,0.9,0.5,0.299,0.046,0.156,0.144,0.7,0.273,0.7,0.188,0.128,0.153,0.153,0.006
JOB_0189,Data Scientist,Company_30,30.7,0.9,0.7,0.9,0.9,0.6,0.115,0.142,0.077,0.009,0.207,0.131,0.125,0.7,0.161,0.131,0.142,0.174,0.002,0.272,0.8
JOB_0190,DevOps Engineer,Company_27,11.2,0.6,0.084,0.258,0.119,0.192,0.075,0.006,0.121,0.161,0.9,0.9,0.9,0.299,0.089,0.8,0.167,0.184,0.296,0.196,0.27
JOB_0191,ML Engineer,Company_43,8.8,0.9,0.145,0.9,0.242,0.8,0.04,0.021,0.148,0.024,0.7,0.7,0.251,0.084,0.156,0.035,0.265,0.053,0.031,0.6,0.7
JOB_0192,Full Stack Developer,Company_07,23.4,0.6,0.7,0.057,0.018,0.135,0.8,0.7,0.8,0.135,0.034,0.6,0.056,0.204,0.021,0.293,0.205,0.055,0.004,0.1,0.046
JOB_0193,Full Stack Developer,Company_13,31.2,0.6,0.7,0.167,0.077,0.293,0.8,0.7,0.8,0.02,0.052,0.6,0.26,0.161,0.197,0.235,0.248,0.143,0.153,0.215,0.079
JOB_0194,Backend Developer,Company_51,5.6,0.7,0.8,0.102,0.045,0.056,0.159,0.254,0.7,0.8,0.6,0.7,0.084,0.288,0.266,0.085,0.245,0.206,0.154,0.127,0.245
JOB_0195,Data Analyst,Company_47,27.7,0.6,0.9,0.242,0.9,0.063,0.013,0.121,0.257,0.087,0.21,0.002,0.107,0.8,0.039,0.269,0.047,0.8,0.7,0.298,0.7
JOB_0196,ML Engineer,Company_05,7.0,0.9,0.177,0.9,0.121,0.8,0.177,0.16,0.206,0.142,0.7,0.7,0.105,0.004,0.038,0.166,0.103,0.282,0.188,0.6,0.7
JOB_0197,ML Engineer,Company_16,29.6,0.9,0.186,0.9,0.236,0.8,0.119,0.247,0.165,0.186,0.7,0.7,0.165,0.018,0.222,0.252,0.276,0.031,0.282,0.6,0.7
JOB_0198,Data Scientist,Company_50,7.1,0.9,0.7,0.9,0.9,0.6,0.037,0.171,0.07,0.219,0.285,0.23,0.263,0.7,0.25,0.055,0.021,0.197,0.016,0.268,0.8
JOB_0199,Full Stack Developer,Company_57,14.4,0.6,0.7,0.073,0.163,0.198,0.8,0.7,0.8,0.143,0.177,0.6,0.13,0.085,0.036,0.154,0.05,0.177,0.051,0.217,0.059
JOB_0200,DevOps Engineer,Company_53,5.8,0.6,0.096,0.068,0.141,0.253,0.275,0.091,0.046,0.216,0.9,0.9,0.9,0.156,0.196,0.8,0.132,0.054,0.227,0.047,0.233
