student_id,job_id,domain_match,required_overlap_count,required_overlap_ratio,nice_overlap_count,nice_overlap_ratio,avg_required_skill_score,min_required_skill_score,meets_min_score_threshold,years_experience,min_years_required,years_gap,verified_skill_breadth,is_good_match
S0273,J0013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.2,1.0,1.2,7,1
S0122,J0062,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,2.0,-0.5,4,0
S0369,J0019,1.0,4,0.8,1,1.0,82.9,79.9,1.0,0.8,1.0,-0.2,6,1
S0307,J0030,0.0,1,0.25,1,1.0,27.2,27.2,0.0,0.9,1.0,-0.1,6,1
S0028,J0107,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4,1
S0328,J0019,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,8,0
S0154,J0108,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.1,2.0,-0.9,4,1
S0486,J0088,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,4,0
S0335,J0061,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5,0
S0246,J0061,1.0,2,0.5,1,1.0,39.65,34.8,0.0,2.5,1.0,1.5,9,1
S0570,J0010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,2.0,-1.5,4,0
S0206,J0038,1.0,2,0.6667,1,1.0,56.65,48.1,1.0,0.6,2.0,-1.4,7,1
S0037,J0086,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.4,1.0,2.4,7,0
S0014,J0066,1.0,2,0.4,2,1.0,66.25,66.2,1.0,0.8,2.0,-1.2,6,1
S0235,J0023,0.0,1,0.3333,0,0.0,65.0,65.0,1.0,2.6,2.0,0.6,6,0
S0400,J0090,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.4,1.0,0.4,8,1
S0420,J0086,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,7,0
S0040,J0002,1.0,4,0.8,1,1.0,57.0,44.9,1.0,0.9,1.0,-0.1,7,1
S0253,J0014,0.0,1,0.3333,0,0.0,71.9,71.9,1.0,0.6,1.0,-0.4,7,1
S0455,J0039,1.0,4,0.8,2,0.6667,65.82,54.2,1.0,0.5,1.0,-0.5,9,1
S0111,J0043,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.7,1.0,1.7,8,0
S0106,J0105,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.2,1.0,2.2,7,0
S0119,J0084,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,3.0,-0.9,9,0
S0288,J0040,1.0,3,0.75,1,1.0,77.47,70.0,1.0,0.2,0.0,0.2,7,1
S0371,J0075,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0,7,0
S0112,J0070,1.0,1,0.3333,1,0.5,62.9,62.9,0.0,0.9,2.0,-1.1,5,1
S0063,J0001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,2.0,-1.8,4,0
S0221,J0090,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,5,1
S0288,J0053,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,7,0
S0280,J0075,0.0,0,0.0,1,0.5,0.0,0.0,0.0,0.7,3.0,-2.3,6,0
S0567,J0041,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.6,0.0,3.6,6,0
S0251,J0112,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,3.0,-2.9,6,1
S0010,J0109,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,4,0
S0382,J0082,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.1,1.0,2.1,7,0
S0593,J0076,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,6,0
S0053,J0025,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7.1,0.0,7.1,6,1
S0012,J0052,1.0,2,0.4,1,1.0,85.5,82.4,1.0,0.7,1.0,-0.3,7,1
S0457,J0004,1.0,5,1.0,1,0.5,48.82,33.7,1.0,4.8,2.0,2.8,9,1
S0021,J0063,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,4,0
S0515,J0110,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.1,0.0,0.1,4,0
S0270,J0104,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,7,0
S0481,J0024,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.4,3.0,-0.6,7,0
S0003,J0061,1.0,3,0.75,1,1.0,66.73,59.3,1.0,0.1,1.0,-0.9,7,1
S0071,J0026,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.9,3.0,-0.1,5,0
S0580,J0003,0.0,2,0.6667,0,0.0,84.5,82.4,1.0,1.3,3.0,-1.7,6,1
S0433,J0013,1.0,0,0.0,2,1.0,0.0,0.0,0.0,0.3,1.0,-0.7,5,1
S0111,J0102,1.0,2,0.6667,1,0.5,69.75,61.7,1.0,2.7,0.0,2.7,8,0
S0163,J0016,1.0,0,0.0,1,0.5,0.0,0.0,0.0,0.5,0.0,0.5,5,1
S0209,J0101,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,7,1
S0109,J0111,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,3.0,-2.6,7,0
S0479,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.5,1.0,2.5,4,0
S0532,J0028,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.3,3.0,-0.7,7,1
S0522,J0034,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,2.0,0.1,4,0
S0264,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,1.0,-0.2,4,1
S0386,J0066,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,2.0,-0.5,8,0
S0544,J0074,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,2.0,-1.1,4,0
S0476,J0064,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,7,0
S0304,J0114,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,6,1
S0575,J0014,0.0,0,0.0,1,0.5,0.0,0.0,0.0,0.6,1.0,-0.4,6,1
S0333,J0109,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.6,2.0,0.6,7,1
S0421,J0034,1.0,3,0.6,1,1.0,50.23,44.8,1.0,2.3,2.0,0.3,8,1
S0573,J0090,1.0,2,0.4,2,0.6667,58.55,53.5,0.0,1.6,1.0,0.6,5,1
S0371,J0088,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7,0
S0426,J0089,1.0,3,0.6,1,1.0,43.4,39.2,0.0,1.2,1.0,0.2,6,1
S0139,J0059,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.9,1.0,0.9,7,0
S0501,J0019,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,8,1
S0234,J0083,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,5,0
S0192,J0066,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,2.0,-1.9,8,0
S0500,J0004,1.0,2,0.4,2,1.0,76.9,75.1,1.0,0.1,2.0,-1.9,5,1
S0405,J0001,1.0,2,0.6667,3,1.0,54.55,53.4,0.0,4.8,2.0,2.8,8,1
S0287,J0013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,6,0
S0022,J0059,1.0,2,0.5,0,0.0,68.4,64.0,1.0,0.6,1.0,-0.4,4,1
S0038,J0074,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,2.0,-1.9,8,0
S0391,J0112,0.0,1,0.25,0,0.0,67.7,67.7,1.0,5.3,3.0,2.3,7,1
S0041,J0115,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,3.0,-2.1,8,1
S0321,J0079,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,6,0
S0127,J0094,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,3.0,-2.4,7,1
S0085,J0068,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.6,1.0,0.6,5,0
S0448,J0003,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,3.0,-2.6,4,0
S0057,J0058,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,7,1
S0434,J0038,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,2.0,-0.8,7,0
S0517,J0022,0.0,1,0.2,0,0.0,50.0,50.0,0.0,1.9,0.0,1.9,7,1
S0570,J0101,1.0,2,0.4,1,0.3333,59.5,56.7,1.0,0.5,1.0,-0.5,4,1
S0280,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,6,1
S0440,J0029,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,3.0,-1.5,7,0
S0495,J0097,1.0,2,0.5,1,0.5,80.1,73.9,1.0,2.4,1.0,1.4,5,1
S0216,J0035,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,2.0,-1.3,5,0
S0426,J0040,1.0,1,0.25,0,0.0,23.1,23.1,0.0,1.2,0.0,1.2,6,1
S0410,J0008,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,5,0
S0495,J0089,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.4,1.0,1.4,5,0
S0348,J0012,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.4,0.0,2.4,7,0
S0581,J0115,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,3.0,-2.9,6,0
S0541,J0066,1.0,4,0.8,0,0.0,77.38,68.0,1.0,0.4,2.0,-1.6,6,1
S0124,J0094,0.0,1,0.25,0,0.0,79.5,79.5,1.0,0.8,3.0,-2.2,7,1
S0297,J0036,1.0,3,0.75,0,0.0,70.8,61.4,1.0,0.2,0.0,0.2,6,1
S0461,J0057,1.0,2,0.5,1,0.5,90.2,88.7,1.0,1.3,0.0,1.3,6,1
S0022,J0075,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,3.0,-2.4,4,0
S0336,J0049,1.0,2,0.6667,2,1.0,75.65,70.3,1.0,0.2,0.0,0.2,7,1
S0124,J0073,0.0,1,0.25,0,0.0,79.5,79.5,1.0,0.8,3.0,-2.2,7,1
S0154,J0066,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.1,2.0,-0.9,4,0
S0404,J0090,1.0,2,0.4,2,0.6667,99.25,98.5,1.0,0.1,1.0,-0.9,4,1
S0179,J0094,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,3.0,-1.8,6,1
S0282,J0032,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,1.0,1.1,5,0
S0155,J0013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,5,0
S0418,J0116,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.8,2.0,0.8,8,1
S0371,J0041,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7,0
S0003,J0029,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,3.0,-2.9,7,0
S0544,J0099,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,1.0,-0.1,4,0
S0061,J0074,1.0,2,0.5,2,1.0,63.9,58.5,1.0,1.7,2.0,-0.3,7,1
S0301,J0001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.7,2.0,0.7,7,0
S0525,J0056,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,3.0,-2.8,8,0
S0361,J0053,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.7,1.0,-0.3,6,0
S0504,J0114,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,8,0
S0150,J0044,1.0,2,0.5,1,0.5,33.35,27.0,0.0,0.1,0.0,0.1,5,1
S0116,J0023,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,2.0,-1.2,6,0
S0091,J0092,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5,0
S0348,J0065,0.0,1,0.2,0,0.0,59.2,59.2,1.0,2.4,1.0,1.4,7,1
S0053,J0022,0.0,1,0.2,0,0.0,88.7,88.7,1.0,7.1,0.0,7.1,6,1
S0131,J0075,1.0,2,0.5,2,1.0,71.2,69.0,1.0,0.3,3.0,-2.7,6,1
S0116,J0094,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,3.0,-2.2,6,0
S0235,J0047,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.6,1.0,1.6,6,1
S0490,J0049,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,5,0
S0449,J0106,0.0,1,0.25,0,0.0,34.7,34.7,0.0,6.2,1.0,5.2,6,1
S0122,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,4,1
S0056,J0106,0.0,1,0.25,0,0.0,50.8,50.8,0.0,2.5,1.0,1.5,5,1
S0273,J0045,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.2,3.0,-0.8,7,0
S0447,J0017,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.2,0.0,3.2,4,0
S0074,J0022,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.6,0.0,1.6,6,0
S0458,J0071,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,5,0
S0501,J0002,0.0,1,0.2,0,0.0,64.9,64.9,1.0,0.0,1.0,-1.0,8,1
S0059,J0024,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,3.0,-0.5,6,0
S0003,J0041,1.0,1,0.3333,0,0.0,59.3,59.3,1.0,0.1,0.0,0.1,7,1
S0507,J0103,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,6,1
S0061,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.7,1.0,0.7,7,0
S0046,J0014,1.0,1,0.3333,2,1.0,68.3,68.3,1.0,4.3,1.0,3.3,7,1
S0114,J0041,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.8,0.0,4.8,7,1
S0060,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5,0
S0394,J0029,1.0,2,0.6667,0,0.0,66.75,57.0,1.0,0.5,3.0,-2.5,5,1
S0536,J0009,0.0,1,0.25,0,0.0,56.1,56.1,0.0,0.5,2.0,-1.5,8,1
S0301,J0016,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.7,0.0,2.7,7,0
S0244,J0005,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,7,0
S0228,J0073,0.0,1,0.25,0,0.0,52.0,52.0,0.0,0.5,3.0,-2.5,8,1
S0033,J0111,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,3.0,-2.1,4,0
S0035,J0025,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,4,1
S0231,J0098,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,4,0
S0050,J0086,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,4,0
S0043,J0115,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.8,3.0,-1.2,7,0
S0518,J0100,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,1.8,1.0,0.8,8,1
S0122,J0120,1.0,1,0.3333,1,0.5,67.1,67.1,1.0,1.5,2.0,-0.5,4,1
S0284,J0018,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5,0
S0407,J0090,0.0,1,0.2,0,0.0,66.2,66.2,1.0,0.4,1.0,-0.6,8,0
S0023,J0107,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,1.0,-0.1,8,1
S0267,J0062,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,2.0,-1.6,5,0
S0556,J0096,0.0,1,0.25,0,0.0,53.3,53.3,0.0,0.4,2.0,-1.6,5,1
S0335,J0011,1.0,3,0.6,0,0.0,43.07,37.1,0.0,2.0,3.0,-1.0,5,1
S0272,J0089,1.0,5,1.0,0,0.0,66.3,58.7,1.0,1.0,1.0,0.0,8,1
S0027,J0033,1.0,3,0.6,1,0.5,50.73,46.0,1.0,0.7,1.0,-0.3,7,1
S0306,J0025,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,9,1
S0187,J0026,1.0,1,0.25,2,1.0,45.5,45.5,0.0,0.8,3.0,-2.2,6,1
S0580,J0056,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.3,3.0,-1.7,6,0
S0264,J0071,0.0,1,0.25,0,0.0,87.4,87.4,1.0,0.8,0.0,0.8,4,1
S0579,J0032,1.0,1,0.3333,1,1.0,64.0,64.0,1.0,2.2,1.0,1.2,4,1
S0291,J0102,0.0,1,0.3333,0,0.0,71.6,71.6,1.0,0.4,0.0,0.4,7,1
S0087,J0062,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,2.0,0.5,7,0
S0515,J0052,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,4,0
S0046,J0054,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.3,3.0,1.3,7,0
S0283,J0097,0.0,1,0.25,0,0.0,49.7,49.7,0.0,0.4,1.0,-0.6,8,0
S0208,J0003,0.0,1,0.3333,0,0.0,81.1,81.1,1.0,3.9,3.0,0.9,8,0
S0465,J0059,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,5,0
S0072,J0096,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.3,2.0,1.3,4,0
S0015,J0093,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,4,0
S0393,J0003,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.4,3.0,-0.6,7,0
S0305,J0066,1.0,5,1.0,1,0.5,64.28,57.0,1.0,1.1,2.0,-0.9,8,1
S0263,J0087,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,6,0
S0136,J0118,1.0,1,0.25,1,1.0,78.7,78.7,1.0,0.7,1.0,-0.3,5,1
S0223,J0081,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,3.0,-2.7,7,0
S0516,J0027,0.0,1,0.25,0,0.0,86.4,86.4,1.0,0.1,3.0,-2.9,4,1
S0110,J0005,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.3,1.0,-0.7,7,0
S0065,J0033,1.0,3,0.6,0,0.0,58.73,54.9,1.0,0.3,1.0,-0.7,4,1
S0150,J0116,0.0,1,0.3333,0,0.0,31.1,31.1,0.0,0.1,2.0,-1.9,5,0
S0275,J0049,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,8,1
S0265,J0020,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,3.0,-2.4,4,0
S0097,J0015,1.0,3,0.75,1,1.0,84.33,81.6,1.0,0.2,2.0,-1.8,9,1
S0121,J0065,1.0,4,0.8,1,0.3333,83.78,76.5,1.0,1.4,1.0,0.4,7,1
S0386,J0020,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,3.0,-1.5,8,0
S0035,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,4,0
S0318,J0065,1.0,4,0.8,3,1.0,58.45,54.4,1.0,1.3,1.0,0.3,7,1
S0571,J0042,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,8,0
S0296,J0050,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,2.0,1.0,1.0,5,0
S0288,J0107,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,7,1
S0268,J0076,0.0,0,0.0,1,0.5,0.0,0.0,0.0,6.2,1.0,5.2,7,0
S0363,J0051,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.8,0.0,2.8,6,1
S0109,J0048,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,1.0,-0.6,7,0
S0420,J0067,1.0,2,0.5,3,1.0,70.6,67.4,1.0,0.6,0.0,0.6,7,1
S0484,J0028,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.9,3.0,-1.1,4,0
S0142,J0070,1.0,2,0.6667,1,0.5,73.45,68.2,1.0,1.8,2.0,-0.2,7,0
S0276,J0039,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,1.0,-0.1,7,0
S0484,J0032,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.9,1.0,0.9,4,0
S0420,J0027,1.0,1,0.25,1,1.0,67.4,67.4,1.0,0.6,3.0,-2.4,7,1
S0294,J0101,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,6,1
S0259,J0006,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,8,0
S0484,J0083,1.0,2,0.4,2,0.6667,92.25,86.6,1.0,1.9,0.0,1.9,4,1
S0160,J0044,1.0,2,0.5,2,1.0,41.5,31.1,0.0,3.1,0.0,3.1,6,1
S0221,J0070,1.0,2,0.6667,2,1.0,66.25,58.1,1.0,0.1,2.0,-1.9,5,1
S0330,J0089,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,1.0,-0.7,7,0
S0068,J0021,1.0,4,0.8,0,0.0,82.2,73.1,1.0,0.8,1.0,-0.2,8,1
S0415,J0094,1.0,3,0.75,1,0.3333,93.23,89.3,1.0,1.2,3.0,-1.8,6,1
S0358,J0058,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.3,0.0,1.3,7,0
S0575,J0070,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,2.0,-1.4,6,0
S0529,J0054,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,7,0
S0536,J0024,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,3.0,-2.5,8,0
S0082,J0066,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,4,0
S0055,J0053,1.0,1,0.2,1,0.3333,75.0,75.0,1.0,2.5,1.0,1.5,4,1
S0364,J0083,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,6,1
S0531,J0017,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,6,0
S0340,J0003,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.4,3.0,-2.6,5,0
S0337,J0087,1.0,3,0.75,0,0.0,31.97,25.6,0.0,1.1,0.0,1.1,4,1
S0305,J0095,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.1,1.0,0.1,8,0
S0415,J0044,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,6,1
S0290,J0011,1.0,3,0.6,0,0.0,33.97,28.5,0.0,0.4,3.0,-2.6,6,1
S0012,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,7,0
S0415,J0090,1.0,3,0.6,2,0.6667,93.23,89.3,1.0,1.2,1.0,0.2,6,1
S0142,J0077,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.8,1.0,0.8,7,1
S0157,J0106,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.6,1.0,-0.4,8,1
S0038,J0065,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,1.0,-0.9,8,0
S0379,J0035,1.0,3,0.75,1,0.5,61.0,56.5,1.0,0.4,2.0,-1.6,7,1
S0302,J0093,0.0,1,0.2,0,0.0,54.3,54.3,1.0,2.1,0.0,2.1,8,0
S0390,J0041,0.0,0,0.0,1,1.0,0.0,0.0,0.0,1.5,0.0,1.5,7,0
S0391,J0012,0.0,0,0.0,1,0.5,0.0,0.0,0.0,5.3,0.0,5.3,7,1
S0299,J0019,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,1.0,-0.2,7,0
S0320,J0039,0.0,1,0.2,0,0.0,100.0,100.0,1.0,2.0,1.0,1.0,5,0
S0408,J0046,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.9,2.0,-0.1,7,0
S0326,J0085,0.0,1,0.3333,0,0.0,67.6,67.6,1.0,0.5,3.0,-2.5,7,0
S0430,J0017,1.0,3,1.0,0,0.0,53.4,44.0,0.0,0.2,0.0,0.2,7,1
S0064,J0026,0.0,0,0.0,0,0.0,0.0,0.0,0.0,5.8,3.0,2.8,6,1
S0586,J0114,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.2,1.0,-0.8,5,0
S0108,J0052,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.9,1.0,-0.1,6,0
S0228,J0117,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,8,0
S0504,J0001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,2.0,-0.8,8,0
S0230,J0091,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,3.0,-2.9,7,0
S0087,J0088,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,7,0
S0046,J0057,1.0,2,0.5,2,1.0,75.15,74.2,1.0,4.3,0.0,4.3,7,1
S0144,J0048,0.0,0,0.0,1,0.5,0.0,0.0,0.0,1.3,1.0,0.3,9,0
S0037,J0029,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.4,3.0,0.4,7,0
S0410,J0060,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,5,0
S0136,J0047,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.7,1.0,-0.3,5,0
S0462,J0092,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,8,0
S0053,J0010,0.0,1,0.25,0,0.0,88.7,88.7,1.0,7.1,2.0,5.1,6,0
S0479,J0060,1.0,1,0.25,1,0.3333,32.6,32.6,0.0,3.5,0.0,3.5,4,1
S0375,J0047,0.0,1,0.3333,0,0.0,72.1,72.1,1.0,0.1,1.0,-0.9,5,1
S0137,J0016,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,6,1
S0136,J0087,1.0,3,0.75,1,0.3333,68.7,62.8,1.0,0.7,0.0,0.7,5,1
S0031,J0065,0.0,0,0.0,1,0.3333,0.0,0.0,0.0,0.6,1.0,-0.4,7,0
S0328,J0116,1.0,2,0.6667,3,1.0,100.0,100.0,1.0,0.5,2.0,-1.5,8,1
S0140,J0053,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.7,1.0,1.7,5,0
S0179,J0081,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,3.0,-1.8,6,0
S0250,J0074,0.0,0,0.0,1,0.5,0.0,0.0,0.0,3.2,2.0,1.2,6,0
S0221,J0048,1.0,1,0.3333,1,0.5,74.4,74.4,1.0,0.1,1.0,-0.9,5,1
S0598,J0091,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.6,3.0,-1.4,6,0
S0172,J0038,0.0,1,0.3333,0,0.0,42.1,42.1,1.0,2.4,2.0,0.4,8,1
S0100,J0075,1.0,3,0.75,2,1.0,70.6,68.3,1.0,3.2,3.0,0.2,5,1
S0502,J0111,1.0,3,0.75,0,0.0,56.7,48.6,1.0,0.3,3.0,-2.7,5,1
S0401,J0118,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,7,0
